"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days","condition3","Date","condition4","Days_in_Exp"
"2184","00187294A2",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2185","00187294A3",152,"SGR_1",1.319890766151,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2186","00187294A3",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2187","00187294A3",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2188","00187294A3",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2189","00187294A3",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2190","00187294A3",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2191","00187294A3",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2192","00187294A4",201,"SGR_1",2.92360151149598,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2193","00187294A4",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2194","00187294A4",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2195","00187294A4",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2196","00187294A4",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2197","00187294A4",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2198","00187294A4",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2199","00187294A5",151,"SGR_1",3.65113973524651,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2200","00187294A5",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2201","00187294A5",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2202","00187294A5",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2203","00187294A5",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2204","00187294A5",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2205","00187294A5",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2206","00187294A6",151,"SGR_1",2.95390665491486,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2207","00187294A6",151,"SGR_2",2.95324986878258,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2208","00187294A6",151,"SGR_3",2.9379721200752,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2209","00187294A6",151,"SGR_4",2.7958891980794,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2210","00187294A6",151,"SGR_5",2.66831095569142,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2211","00187294A6",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2212","00187294A6",151,"SGR_7",2.2478143523994,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2213","00187294A8",152,"SGR_1",2.09979276832637,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2214","00187294A8",152,"SGR_2",2.32849643803965,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2215","00187294A8",152,"SGR_3",2.23467864311535,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2216","00187294A8",152,"SGR_4",2.03684387128908,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2217","00187294A8",152,"SGR_5",1.95890443710809,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2218","00187294A8",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2219","00187294A8",152,"SGR_7",1.87147745873986,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2220","00187294A9",152,"SGR_1",2.54774246285268,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2221","00187294A9",152,"SGR_2",2.55867083419856,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2222","00187294A9",152,"SGR_3",2.26738909276452,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2223","00187294A9",152,"SGR_4",2.11407315728882,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2224","00187294A9",152,"SGR_5",1.90101868698462,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2225","00187294A9",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2226","00187294A9",152,"SGR_7",1.51250740340447,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2227","00187294AA",201,"SGR_1",3.7327306965584,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2228","00187294AA",201,"SGR_2",3.04528266313,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2229","00187294AA",201,"SGR_3",2.75510877057925,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2230","00187294AA",201,"SGR_4",2.37385022975738,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2231","00187294AA",201,"SGR_5",2.15107950297455,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2232","00187294AA",201,"SGR_6",1.83759368488732,"T7minusT1",202,"T7",2022-02-16,"Day_in_Exp_T7",190
"2233","00187294AA",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2234","00187294AB",202,"SGR_1",2.9876457501399,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2235","00187294AB",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2236","00187294AB",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2237","00187294AB",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2238","00187294AB",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2239","00187294AB",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2240","00187294AB",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2241","00187294AC",202,"SGR_1",1.65762964338432,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2242","00187294AC",202,"SGR_2",1.2157774178237,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2243","00187294AC",202,"SGR_3",1.24008689198174,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2244","00187294AC",202,"SGR_4",1.10409752781881,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2245","00187294AC",202,"SGR_5",0.969945711907849,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2246","00187294AC",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2247","00187294AC",202,"SGR_7",0.890184051559939,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2248","00187294AD",201,"SGR_1",2.68317164137559,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2249","00187294AD",201,"SGR_2",2.07987187681418,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2250","00187294AD",201,"SGR_3",1.9803878294935,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2251","00187294AD",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2252","00187294AD",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2253","00187294AD",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2254","00187294AD",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2255","00187294AE",202,"SGR_1",3.34584899870891,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2256","00187294AE",202,"SGR_2",2.95954395229914,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2257","00187294AE",202,"SGR_3",2.85193260435077,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2258","00187294AE",202,"SGR_4",2.4487043663169,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2259","00187294AE",202,"SGR_5",2.23406229193934,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2260","00187294AE",202,"SGR_6",1.96464241868841,"T7minusT1",198,"T7",2022-02-12,"Day_in_Exp_T7",190
"2261","00187294AE",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2262","00187294AF",151,"SGR_1",3.0757292383375,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2263","00187294AF",151,"SGR_2",2.98979466537981,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2264","00187294AF",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2265","00187294AF",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2266","00187294AF",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2267","00187294AF",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2268","00187294AF",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2269","00187294B0",202,"SGR_1",2.24133650487179,"T2minusT1",30,"T2",2021-08-28,"Day_in_Exp_T2",20
"2270","00187294B0",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2271","00187294B0",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2272","00187294B0",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2273","00187294B0",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2274","00187294B0",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2275","00187294B0",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2276","00187294B3",151,"SGR_1",2.23502252534502,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2277","00187294B3",151,"SGR_2",2.80061305713832,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2278","00187294B3",151,"SGR_3",2.75486779606058,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2279","00187294B3",151,"SGR_4",2.52836411383777,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2280","00187294B3",151,"SGR_5",2.26568889219825,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2281","00187294B3",151,"SGR_6",1.99894578538538,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"2282","00187294B3",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2283","00187294B4",201,"SGR_1",2.09470068410227,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2284","00187294B4",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2285","00187294B4",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2286","00187294B4",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2287","00187294B4",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2288","00187294B4",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2289","00187294B4",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2290","00187294B5",151,"SGR_1",2.08151000856474,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2291","00187294B5",151,"SGR_2",2.31524052167085,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2292","00187294B5",151,"SGR_3",2.10020116571663,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2293","00187294B5",151,"SGR_4",2.08709875519368,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2294","00187294B5",151,"SGR_5",2.1336058646293,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2295","00187294B5",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2296","00187294B5",151,"SGR_7",1.86191239821523,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2297","00187294B6",152,"SGR_1",2.87679946421926,"T2minusT1",23,"T2",2021-08-21,"Day_in_Exp_T2",20
"2298","00187294B6",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2299","00187294B6",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2300","00187294B6",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2301","00187294B6",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2302","00187294B6",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2303","00187294B6",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2304","00187294B7",202,"SGR_1",2.04126444857464,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2305","00187294B7",202,"SGR_2",0.885418955281025,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2306","00187294B7",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2307","00187294B7",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2308","00187294B7",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2309","00187294B7",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2310","00187294B7",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2311","00187294B8",202,"SGR_1",2.15322465799457,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2312","00187294B8",202,"SGR_2",1.76268547052048,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2313","00187294B8",202,"SGR_3",1.66989364518708,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2314","00187294B8",202,"SGR_4",1.62004188740497,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2315","00187294B8",202,"SGR_5",1.51469115000189,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2316","00187294B8",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2317","00187294B8",202,"SGR_7",1.36061545070678,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2318","00187294B9",151,"SGR_1",2.23774853834973,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2319","00187294B9",151,"SGR_2",2.23596489973603,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2320","00187294B9",151,"SGR_3",2.05819448750313,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2321","00187294B9",151,"SGR_4",1.96141311060762,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2322","00187294B9",151,"SGR_5",1.81359929342946,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2323","00187294B9",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2324","00187294B9",151,"SGR_7",1.63713156378205,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2325","00187294BA",151,"SGR_1",2.50456023188745,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2326","00187294BA",151,"SGR_2",2.82373629989199,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2327","00187294BA",151,"SGR_3",2.66014985292762,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2328","00187294BA",151,"SGR_4",2.56778285797739,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2329","00187294BA",151,"SGR_5",2.38717654481464,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2330","00187294BA",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2331","00187294BA",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2332","00187294BB",152,"SGR_1",2.37747207703927,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2333","00187294BB",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2334","00187294BB",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2335","00187294BB",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2336","00187294BB",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2337","00187294BB",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2338","00187294BB",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2339","00187294BC",201,"SGR_1",2.29115237842248,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2340","00187294BC",201,"SGR_2",2.46150895225665,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2341","00187294BC",201,"SGR_3",2.51909454864303,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2342","00187294BC",201,"SGR_4",2.39943392992725,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2343","00187294BC",201,"SGR_5",2.09996568844466,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2344","00187294BC",201,"SGR_6",1.77379297387728,"T7minusT1",202,"T7",2022-02-16,"Day_in_Exp_T7",190
"2345","00187294BC",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2346","00187294BD",201,"SGR_1",1.6091394922277,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2347","00187294BD",201,"SGR_2",1.40902900436364,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2348","00187294BD",201,"SGR_3",1.32111066591476,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2349","00187294BD",201,"SGR_4",1.08312785728277,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2350","00187294BD",201,"SGR_5",1.09368161178207,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2351","00187294BD",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2352","00187294BD",201,"SGR_7",0.825244544441195,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2353","00187294BE",202,"SGR_1",2.08104342994455,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"2354","00187294BE",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2355","00187294BE",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2356","00187294BE",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2357","00187294BE",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2358","00187294BE",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2359","00187294BE",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2360","00187294BF",201,"SGR_1",3.13368083559225,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2361","00187294BF",201,"SGR_2",2.76377709830755,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2362","00187294BF",201,"SGR_3",2.76438885341468,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2363","00187294BF",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2364","00187294BF",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2365","00187294BF",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2366","00187294BF",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2367","00187294C1",202,"SGR_1",2.23377234926965,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2368","00187294C1",202,"SGR_2",1.35640990513799,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2369","00187294C1",202,"SGR_3",1.38807097944016,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2370","00187294C1",202,"SGR_4",1.63692556004031,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2371","00187294C1",202,"SGR_5",1.49089767959911,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2372","00187294C1",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2373","00187294C1",202,"SGR_7",1.23359468894608,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2374","00187294C2",151,"SGR_1",1.48491461964324,"T2minusT1",20,"T2",2021-08-18,"Day_in_Exp_T2",20
"2375","00187294C2",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2376","00187294C2",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2377","00187294C2",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2378","00187294C2",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2379","00187294C2",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2380","00187294C2",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2381","00187294C3",202,"SGR_1",2.88089174631747,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2382","00187294C3",202,"SGR_2",1.3759902434282,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2383","00187294C3",202,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2384","00187294C3",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2385","00187294C3",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2386","00187294C3",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2387","00187294C3",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2388","00187294C4",152,"SGR_1",2.10458719963631,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2389","00187294C4",152,"SGR_2",2.40656863943938,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2390","00187294C4",152,"SGR_3",2.05887094975437,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2391","00187294C4",152,"SGR_4",1.93788314150452,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2392","00187294C4",152,"SGR_5",1.76943626080048,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2393","00187294C4",152,"SGR_6",1.80244893810719,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"2394","00187294C4",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2395","00187294C6",201,"SGR_1",NA,"T2minusT1",NA,"T2",NA,"Day_in_Exp_T2",NA
"2396","00187294C6",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2397","00187294C6",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2398","00187294C6",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2399","00187294C6",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2400","00187294C6",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2401","00187294C6",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2402","00187294C7",151,"SGR_1",2.6989411841974,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2403","00187294C7",151,"SGR_2",2.6412311310182,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"2404","00187294C7",151,"SGR_3",2.50929433370541,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"2405","00187294C7",151,"SGR_4",2.36327872873876,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"2406","00187294C7",151,"SGR_5",2.20667514553707,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"2407","00187294C7",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2408","00187294C7",151,"SGR_7",1.80634079344346,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"2409","00187294C8",152,"SGR_1",2.49316118457013,"T2minusT1",23,"T2",2021-08-21,"Day_in_Exp_T2",20
"2410","00187294C8",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"2411","00187294C8",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"2412","00187294C8",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"2413","00187294C8",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"2414","00187294C8",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"2415","00187294C8",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"2416","00187294CC",202,"SGR_1",3.68325073318514,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"2417","00187294CC",202,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
