"","TAGNUMBER","TANK_Real","T1","LENGTH_1","WEIGHT_1","T2","LENGTH_2","WEIGHT_2","T3","LENGTH_3","WEIGHT_3","T4","LENGTH_4","WEIGHT_4","T5","LENGTH_5","WEIGHT_5","T6","LENGTH_6","WEIGHT_6","T7","LENGTH_7","WEIGHT_7","DATE"
"276","00187293EC",202,2021-07-29,66,2.9,2021-08-30,72,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","00187293ED",201,2021-07-29,62,2.5,2021-08-30,70,3.7,2021-09-29,79,5.3,2021-11-04,99,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","00187293ED",201,2021-07-29,62,2.5,2021-08-30,70,3.7,2021-09-29,79,5.3,2021-11-04,98,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","00187293EE",152,2021-07-29,68,3.4,2021-08-30,91,8.6,2021-09-29,124,21.9,2021-11-04,158,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","00187293F1",202,2021-07-29,72,3.7,2021-08-30,85,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","00187293F2",151,2021-07-29,69,3.8,2021-08-30,80,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","00187293F4",202,2021-07-29,64,3,2021-08-30,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","00187293F6",151,2021-07-29,68,3.2,2021-08-30,90,8.5,2021-09-29,123,22.4,2021-11-04,155,45.2,2021-12-09,195,88.3,2022-01-06,211,103.7,2022-03-30,276,242.6,2022-03-30
"284","00187293F7",202,2021-07-29,65,3.2,2021-08-30,82,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","00187293F8",151,2021-07-29,67,3.4,2021-08-30,85,7.1,2021-09-29,110,15,2021-11-04,132,28.3,2021-12-09,161,48.5,2022-01-06,185,79.8,2022-03-30,256,186.7,2022-03-30
"286","00187293FA",202,2021-07-29,65,3.2,2021-08-30,85,7.5,2021-09-29,101,13.2,2021-11-04,129,27.3,2021-12-09,165,59.7,2022-01-06,188,89.5,NA,NA,NA,NA
"287","00187293FB",151,2021-07-29,66,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","00187293FC",201,2021-07-29,62,2.4,2021-08-30,83,6.4,2021-09-29,105,12.5,2021-11-04,135,30,2021-12-09,163,57.7,2022-01-06,184,85.1,NA,NA,NA,NA
"289","0018729461",201,2021-07-29,70,3.9,2021-08-30,82,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","0018729463",201,2021-07-29,59,1.9,2021-08-30,70,3.5,2021-09-29,75,4,2021-11-04,89,6.9,2021-12-09,118,16.7,2022-01-06,128,23.6,2022-03-30,180,67.6,2022-03-30
"291","0018729464",202,2021-07-29,64,2.6,2021-08-30,76,5.5,2021-09-29,85,6.2,2021-11-04,104,12,2021-12-09,120,19.3,2022-01-06,138,29.2,2022-03-30,185,69.6,2022-03-30
"292","0018729465",152,2021-07-29,67,3.1,2021-08-30,86,7.1,2021-09-29,128,22.8,2021-11-04,170,55,2021-12-09,201,95.2,2022-01-06,234,136.5,2022-03-30,296,312.9,2022-03-30
"293","0018729467",202,2021-07-29,62,2.6,2021-08-30,81,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","0018729469",201,2021-07-29,61,2.4,2021-08-30,80,5.7,2021-09-29,95,9.2,2021-11-04,119,18.2,2021-12-09,140,30.6,2022-01-06,160,44.4,2022-03-30,195,79.4,2022-03-30
"295","001872946A",201,2021-07-29,74,4.2,2021-08-30,99,11,2021-09-29,115,17.2,2021-11-04,132,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","001872946A",201,2021-07-29,74,4.2,2021-08-30,99,11,2021-09-29,115,17.2,2021-11-04,134,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","001872946B",202,2021-07-29,59,2.2,2021-08-30,75,4.8,2021-09-29,89,8.7,2021-11-04,120,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","001872946B",202,2021-07-29,59,2.2,2021-08-30,75,4.8,2021-09-29,89,8.7,2021-11-04,116,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","001872946C",151,2021-07-29,65,3.1,2021-08-30,87,8.1,2021-09-29,114,18.1,2021-11-04,139,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","001872946D",202,2021-07-29,68,3.4,2021-08-30,79,5.6,2021-09-29,94,8.7,2021-11-04,121,21.9,2021-12-09,152,43.5,2022-01-06,177,64.4,2022-03-30,222,150,2022-03-30
"301","001872946E",152,2021-07-29,70,3.7,2021-08-30,91,8,2021-09-29,118,18,2021-11-04,147,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","001872946F",151,2021-07-29,59,2.1,2021-08-30,74,4,2021-09-29,98,9.6,2021-11-04,117,17.4,2021-12-09,147,33.5,2022-01-06,180,61.4,2022-03-30,242,156.9,2022-03-30
"303","0018729470",151,2021-07-29,68,3.5,2021-08-30,81,5.9,2021-09-29,110,14.2,2021-11-04,133,26.6,2021-12-09,168,53,2022-01-06,194,82.7,2022-03-30,265,224.3,2022-03-30
"304","0018729471",202,2021-07-29,68,3.1,2021-08-30,88,8.2,2021-09-29,102,12.3,2021-11-04,125,24.9,2021-12-09,146,44,2022-01-06,170,64,2022-03-30,210,130.5,2022-03-30
"305","0018729472",152,2021-07-29,74,4.5,2021-08-30,105,12.8,2021-09-29,133,26.2,2021-11-04,164,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","0018729473",202,2021-07-29,66,3.4,2021-08-30,78,5.5,2021-09-29,86,7.6,2021-11-04,107,16.6,2021-12-09,145,36.6,2022-01-06,163,50.1,2022-03-30,195,92,2022-03-30
"307","0018729474",201,2021-07-29,65,2.8,2021-08-30,75,4.6,2021-09-29,90,8.2,2021-11-04,116,17.8,2021-12-09,150,38.1,2022-01-06,165,53,2022-03-30,210,109.3,2022-03-30
"308","0018729475",201,2021-07-29,70,3.7,2021-08-30,97,11,2021-09-29,128,25.9,2021-11-04,159,52.8,2021-12-09,190,87.2,2022-01-06,210,121.9,NA,NA,NA,NA
"309","0018729478",202,2021-07-29,73,4.5,2021-08-30,99,11.1,2021-09-29,118,20.2,2021-11-04,136,29.9,2021-12-09,165,57.8,2022-01-06,182,71.4,NA,NA,NA,NA
"310","001872947A",201,2021-07-29,63,2.5,2021-08-30,74,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","001872947B",202,2021-07-29,71,3.9,2021-08-30,91,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","001872947C",152,2021-07-29,68,3.2,2021-08-30,80,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","001872947D",151,2021-07-29,61,2.2,2021-08-30,80,5.2,2021-09-29,102,11.3,2021-11-04,123,19.5,2021-12-09,148,34.3,2022-01-06,172,56.3,2022-03-30,243,153.6,2022-03-30
"314","001872947E",201,2021-07-29,62,2.4,2021-08-30,72,4.3,2021-09-29,85,7.1,2021-11-04,110,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","001872947F",152,2021-07-29,54,1.6,2021-08-30,69,3.4,2021-09-29,92,8.8,2021-11-04,125,21.4,2021-12-09,163,48.8,2022-01-06,189,73,2022-03-30,243,155.2,2022-03-30
"316","0018729480",202,2021-07-29,70,3.9,2021-08-30,94,9.5,2021-09-29,109,15.2,2021-11-04,138,31.8,2021-12-09,161,51.6,2022-01-06,177,60,NA,NA,NA,NA
"317","0018729481",201,2021-07-29,75,4.2,2021-08-30,81,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","0018729482",201,2021-07-29,61,2.3,2021-08-30,73,4.2,2021-09-29,70,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","0018729483",201,2021-07-29,63,2.4,2021-08-30,75,4.8,2021-09-29,89,7.7,2021-11-04,112,16.3,2021-12-09,144,35.4,2022-01-06,167,51.9,2022-03-30,186,70.5,2022-03-30
"320","0018729484",202,2021-07-29,66,3.2,2021-08-30,88,8,2021-09-29,89,7.1,2021-11-04,85,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","0018729485",201,2021-07-29,67,3,2021-08-30,83,6.2,2021-09-29,104,12.9,2021-11-04,131,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","0018729485",201,2021-07-29,67,3,2021-08-30,83,6.2,2021-09-29,104,12.9,2021-11-04,130,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","0018729486",151,2021-07-29,52,1.6,2021-08-30,76,4.7,2021-09-29,97,11,2021-11-04,121,20.4,2021-12-09,149,39,2022-01-06,175,63.8,NA,NA,NA,NA
"324","0018729488",151,2021-07-29,72,4.3,2021-08-30,87,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","0018729489",151,2021-07-29,54,1.5,2021-08-30,71,3.8,2021-09-29,89,7.4,2021-11-04,106,13.1,2021-12-09,128,22.3,2022-01-06,147,32.1,NA,NA,NA,NA
"326","001872948A",201,2021-07-29,72,4.2,2021-08-30,95,9.4,2021-09-29,114,16.2,2021-11-04,130,25.8,2021-12-09,163,50.6,2022-01-06,183,69.2,NA,NA,NA,NA
"327","001872948B",201,2021-07-29,64,2.9,2021-08-30,83,6.7,2021-09-29,101,11.7,2021-11-04,119,18.9,2021-12-09,150,42.6,2022-01-06,160,48.7,NA,NA,NA,NA
"328","001872948D",152,2021-07-29,72,3.9,2021-08-30,104,11.7,2021-09-29,141,29.7,2021-11-04,177,65.2,2021-12-09,215,115.8,2022-01-06,230,140.4,2022-03-30,275,259.8,2022-03-30
"329","001872948E",151,2021-07-29,77,4.5,2021-08-30,102,11.4,2021-09-29,138,28.2,2021-11-04,170,54.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","001872948E",151,2021-07-29,77,4.5,2021-08-30,102,11.4,2021-09-29,138,28.2,2021-11-04,169,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","001872948F",152,2021-07-29,52,1.5,2021-08-30,69,3.4,2021-09-29,96,9.1,2021-11-04,124,21.1,2021-12-09,159,45.3,2022-01-06,186,79,2022-03-30,265,226.8,2022-03-30
"332","0018729490",201,2021-07-29,60,2.2,2021-08-30,76,5.7,2021-09-29,96,10.9,2021-11-04,125,26.4,2021-12-09,154,46.2,2022-01-06,167,65.5,NA,NA,NA,NA
"333","0018729491",151,2021-07-29,60,2.3,2021-08-30,83,6,2021-09-29,112,15.6,2021-11-04,145,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","0018729491",151,2021-07-29,60,2.3,2021-08-30,83,6,2021-09-29,112,15.6,2021-11-04,144,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","0018729492",152,2021-07-29,66,3,2021-08-30,80,5.9,2021-09-29,105,11.1,2021-11-04,122,19.5,2021-12-09,146,33.3,2022-01-06,168,52,2022-03-30,285,308.5,2022-03-30
"336","0018729492",152,2021-07-29,66,3,2021-08-30,80,5.9,2021-09-29,105,11.1,2021-11-04,122,19.5,2021-12-09,146,33.3,2022-01-06,168,52,2022-03-30,225,135.6,2022-03-30
"337","0018729493",152,2021-07-29,68,3.8,2021-08-30,93,8.6,2021-09-29,120,19.3,2021-11-04,151,38.9,2021-12-09,181,65.3,2022-01-06,198,83.6,2022-03-30,257,199.6,2022-03-30
"338","0018729495",152,2021-07-29,57,2.1,2021-08-30,78,5.4,2021-09-29,106,14.3,2021-11-04,135,29.3,2021-12-09,176,68.2,2022-01-06,211,119.6,NA,NA,NA,NA
"339","0018729496",201,2021-07-29,71,4.1,2021-08-30,94,9.8,2021-09-29,109,14.8,2021-11-04,130,26.8,2021-12-09,148,36.3,2022-01-06,166,45.6,2022-03-30,188,84.3,2022-03-30
"340","0018729498",151,2021-07-29,71,4.2,2021-08-30,96,9.6,2021-09-29,122,20.8,2021-11-04,150,39.4,2021-12-09,175,69,2022-01-06,196,101.2,2022-03-30,260,195.2,2022-03-30
"341","0018729499",152,2021-07-29,56,1.8,2021-08-30,70,3.7,2021-09-29,90,7.9,2021-11-04,120,19,2021-12-09,155,38,2022-01-06,177,63.7,2022-03-30,265,214.8,2022-03-30
"342","001872949A",201,2021-07-29,61,1.9,2021-08-30,72,4.1,2021-09-29,80,5.5,2021-11-04,100,11.7,2021-12-09,128,24.6,2022-01-06,146,36.3,2022-03-30,174,58.4,2022-03-30
"343","001872949B",151,2021-07-29,74,4.5,2021-08-30,101,10.9,2021-09-29,140,29.7,2021-11-04,180,68.9,2021-12-09,215,121.5,2022-01-06,239,163,NA,NA,NA,NA
"344","001872949C",151,2021-07-29,62,2.5,2021-08-30,84,6.3,2021-09-29,112,15.3,2021-11-04,150,38.8,2021-12-09,190,84.9,2022-01-06,217,124,2022-03-30,295,301.1,2022-03-30
"345","001872949D",201,2021-07-29,76,4.3,2021-08-30,91,8.1,2021-09-29,101,10.8,2021-11-04,120,19,2021-12-09,139,28.6,2022-01-06,149,35.2,2022-03-30,187,77,2022-03-30
"346","001872949E",202,2021-07-29,73,3.9,2021-08-30,88,8,2021-09-29,105,12,2021-11-04,128,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","001872949E",202,2021-07-29,73,3.9,2021-08-30,88,8,2021-09-29,105,12,2021-11-04,130,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","001872949F",202,2021-07-29,63,2.2,2021-08-30,70,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","00187294A0",152,2021-07-29,65,3,2021-08-30,91,9.2,2021-09-29,128,25,2021-11-04,174,66.1,2021-12-09,205,116,2022-01-06,234,161.9,NA,NA,NA,NA
"350","00187294A1",152,2021-07-29,70,3.8,2021-08-30,95,9.6,2021-09-29,125,22.3,2021-11-04,154,41.7,2021-12-09,184,74.6,2022-01-06,206,97.5,2022-03-30,265,209.1,2022-03-30
"351","00187294A2",151,2021-07-29,60,2.4,2021-08-30,78,5.1,2021-09-29,97,10.7,2021-11-04,117,19.7,2021-12-09,144,36.9,2022-01-06,171,61,NA,NA,NA,NA
"352","00187294A3",152,2021-07-29,67,3.2,2021-08-30,73,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","00187294A4",201,2021-07-29,64,2.6,2021-08-30,75,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","00187294A5",151,2021-07-29,70,3.7,2021-08-30,92,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","00187294A6",151,2021-07-29,51,1.3,2021-08-30,68,3.3,2021-09-29,90,7.9,2021-11-04,123,22.2,2021-12-09,160,50.9,2022-01-06,198,90.2,2022-03-30,270,294.8,2022-03-30
"356","00187294A8",152,2021-07-29,56,1.8,2021-08-30,69,3.5,2021-09-29,88,7.5,2021-11-04,112,15.7,2021-12-09,134,26.3,2022-01-06,157,40.9,2022-03-30,240,166,2022-03-30
"357","00187294A9",152,2021-07-29,68,3.8,2021-08-30,90,8.5,2021-09-29,117,18.2,2021-11-04,141,34.2,2021-12-09,171,61.4,2022-01-06,189,78.8,2022-03-30,232,148.1,2022-03-30
"358","00187294AA",201,2021-07-29,62,2.6,2021-08-30,88,8.4,2021-09-29,110,16.7,2021-11-04,143,37.3,2021-12-09,168,58.9,2022-01-06,187,80,NA,NA,NA,NA
"359","00187294AB",202,2021-07-29,61,2.3,2021-08-30,80,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","00187294AC",202,2021-07-29,63,2.6,2021-08-30,74,4.4,2021-09-29,80,5.5,2021-11-04,94,8.7,2021-12-09,102,11.2,2022-01-06,103,12.3,2022-03-30,130,22.6,2022-03-30
"361","00187294AD",201,2021-07-29,60,2.4,2021-08-30,78,5.6,2021-09-29,91,8.6,2021-11-04,110,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","00187294AD",201,2021-07-29,60,2.4,2021-08-30,78,5.6,2021-09-29,91,8.6,2021-11-04,110,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","00187294AE",202,2021-07-29,67,3,2021-08-30,91,8.6,2021-09-29,118,18.3,2021-11-04,155,47.2,2021-12-09,184,74.9,2022-01-06,208,105.2,NA,NA,NA,NA
"364","00187294AF",151,2021-07-29,68,3.3,2021-08-30,93,8.7,2021-09-29,125,20.5,2021-11-04,156,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","00187294B0",202,2021-07-29,70,3.6,2021-08-30,88,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","00187294B3",151,2021-07-29,70,3.5,2021-08-30,90,7.1,2021-09-29,123,19.4,2021-11-04,163,50.2,2021-12-09,198,96.9,2022-01-06,222,129,NA,NA,NA,NA
"367","00187294B4",201,2021-07-29,57,2.1,2021-08-30,67,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","00187294B5",151,2021-07-29,54,1.5,2021-08-30,68,2.9,2021-09-29,85,6.2,2021-11-04,106,11.5,2021-12-09,132,23.4,2022-01-06,164,44.9,2022-03-30,235,135.2,2022-03-30
"369","00187294B6",152,2021-07-29,60,2.5,2021-08-30,78,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","00187294B7",202,2021-07-29,49,1.1,2021-08-30,59,2.1,2021-09-29,60,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","00187294B8",202,2021-07-29,70,4.4,2021-08-30,90,8.7,2021-09-29,104,13,2021-11-04,124,22.3,2021-12-09,145,37.3,2022-01-06,159,49.5,2022-03-30,210,119,2022-03-30
"372","00187294B8",202,2021-07-29,70,4.4,2021-08-30,90,8.7,2021-09-29,104,13,2021-11-04,124,22.3,2021-12-09,145,37.3,2022-01-06,159,49.5,2022-03-30,288,324.2,2022-03-30
"373","00187294B9",151,2021-07-29,68,3.3,2021-08-30,86,6.7,2021-09-29,105,13,2021-11-04,131,24.3,2021-12-09,156,43.7,2022-01-06,175,59.6,2022-03-30,250,173.5,2022-03-30
"374","00187294BA",151,2021-07-29,66,2.9,2021-08-30,85,6.4,2021-09-29,114,16.3,2021-11-04,148,38,2021-12-09,192,84.5,2022-01-06,219,129.4,NA,NA,NA,NA
"375","00187294BB",152,2021-07-29,56,1.9,2021-08-30,73,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","00187294BC",201,2021-07-29,67,3.1,2021-08-30,83,6.4,2021-09-29,107,14,2021-11-04,141,35.5,2021-12-09,175,72.6,2022-01-06,192,88,NA,NA,NA,NA
"377","00187294BD",201,2021-07-29,58,2.1,2021-08-30,67,3.5,2021-09-29,77,5,2021-11-04,86,7.6,2021-12-09,92,8.8,2022-01-06,96,12.1,2022-03-30,110,15.6,2022-03-30
"378","00187294BE",202,2021-07-29,60,2.4,2021-08-30,69,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","00187294BF",201,2021-07-29,56,1.9,2021-08-30,76,5.1,2021-09-29,95,10.3,2021-11-04,125,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","00187294BF",201,2021-07-29,56,1.9,2021-08-30,76,5.1,2021-09-29,95,10.3,2021-11-04,132,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","00187294C1",202,2021-07-29,70,3.6,2021-08-30,85,7.3,2021-09-29,91,8.3,2021-11-04,112,13.9,2021-12-09,140,31.2,2022-01-06,151,39,2022-03-30,175,71.7,2022-03-30
"382","00187294C2",151,2021-07-29,68,3.5,2021-08-30,77,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","00187294C3",202,2021-07-29,64,2.7,2021-08-30,81,6.7,2021-09-29,85,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","00187294C4",152,2021-07-29,58,1.9,2021-08-30,70,3.7,2021-09-29,91,8.3,2021-11-04,108,14,2021-12-09,130,24.4,2022-01-06,148,32,NA,NA,NA,NA
"385","00187294C6",201,2021-07-29,60,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","00187294C7",151,2021-07-29,64,2.9,2021-08-30,84,6.8,2021-09-29,107,14.6,2021-11-04,139,32.9,2021-12-09,172,64.8,2022-01-06,200,97.4,2022-03-30,260,228.8,2022-03-30
"387","00187294C8",152,2021-07-29,72,4.2,2021-08-30,87,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","00187294CC",202,2021-07-29,60,2.2,2021-08-30,82,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","00187294CD",201,2021-07-29,67,3.1,2021-08-30,78,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","00187294CE",152,2021-07-29,66,3.2,2021-08-30,93,9.4,2021-09-29,131,27,2021-11-04,174,65.8,2021-12-09,215,132.8,2022-01-06,239,191.5,NA,NA,NA,NA
"391","00187294D0",202,2021-07-29,65,2.9,2021-08-30,76,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","00187294D1",151,2021-07-29,61,2.7,2021-08-30,74,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","00187294D3",152,2021-07-29,69,3.6,2021-08-30,94,9.3,2021-09-29,127,22.8,2021-11-04,165,50.6,2021-12-09,201,99.2,2022-01-06,226,135.2,2022-03-30,290,297.2,2022-03-30
"394","00187294D5",151,2021-07-29,63,2.7,2021-08-30,74,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","00187294D6",151,2021-07-29,56,1.9,2021-08-30,76,4.9,2021-09-29,105,14,2021-11-04,133,27.7,2021-12-09,156,45.5,2022-01-06,180,67.3,2022-03-30,225,127.9,2022-03-30
"396","00187294D7",151,2021-07-29,71,4.1,2021-08-30,79,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","00187294D8",152,2021-07-29,53,1.5,2021-08-30,68,3.3,2021-09-29,94,9,2021-11-04,121,18.1,2021-12-09,150,39,2022-01-06,184,68,NA,NA,NA,NA
"398","00187294DA",152,2021-07-29,68,3.2,2021-08-30,83,6,2021-09-29,105,12.2,2021-11-04,131,23.5,2021-12-09,151,37.4,2022-01-06,167,48.3,2022-03-30,230,130.3,2022-03-30
"399","00187294DB",152,2021-07-29,58,2,2021-08-30,70,3.4,2021-09-29,95,9.2,2021-11-04,118,18.3,2021-12-09,140,29.8,2022-01-06,160,43.6,NA,NA,NA,NA
"400","00187294DC",201,2021-07-29,63,2.7,2021-08-30,78,5.4,2021-09-29,90,8.7,2021-11-04,98,11.4,2021-12-09,126,24.2,NA,NA,NA,NA,NA,NA,NA
"401","00187294DD",202,2021-07-29,73,3.7,2021-08-30,90,7.7,2021-09-29,90,7,2021-11-04,109,12.6,2021-12-09,127,21.4,2022-01-06,148,35.1,2022-03-30,187,72.5,2022-03-30
"402","00187294E0",151,2021-07-29,59,2.1,2021-08-30,82,6.2,2021-09-29,113,16.5,2021-11-04,145,37.3,2021-12-09,185,78.1,2022-01-06,216,129.8,2022-03-30,288,346.2,2022-03-30
"403","00187294E2",152,2021-07-29,60,2.2,2021-08-30,76,4.5,2021-09-29,100,10.2,2021-11-04,121,17.6,2021-12-09,149,32.3,2022-01-06,175,53.4,NA,NA,NA,NA
"404","00187294E5",152,2021-07-29,66,3.2,2021-08-30,88,7.5,2021-09-29,120,18.3,2021-11-04,151,38.5,2021-12-09,186,74.3,2022-01-06,215,112.6,2022-03-30,276,247.9,2022-03-30
"405","00187294E7",202,2021-07-29,68,3.2,2021-08-30,82,6.1,2021-09-29,85,6.2,2021-11-04,114,15.3,2021-12-09,144,29.8,2022-01-06,149,31.3,2022-03-30,180,63.6,2022-03-30
"406","00187294E9",201,2021-07-29,64,2.8,2021-08-30,76,5.2,2021-09-29,95,9.5,2021-11-04,124,22.2,2021-12-09,150,37.5,NA,NA,NA,NA,NA,NA,NA
"407","00187294EA",201,2021-07-29,70,3.8,2021-08-30,96,10.8,2021-09-29,115,17.7,2021-11-04,135,31.1,2021-12-09,168,57.1,2022-01-06,179,69.5,2022-03-30,207,114.9,2022-03-30
"408","00187294ED",151,2021-07-29,49,1.3,2021-08-30,67,3.3,2021-09-29,91,7.8,2021-11-04,114,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","00187294ED",151,2021-07-29,49,1.3,2021-08-30,67,3.3,2021-09-29,91,7.8,2021-11-04,116,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","00187294F0",152,2021-07-29,60,2.2,2021-08-30,75,4.4,2021-09-29,100,10.5,2021-11-04,125,21.5,2021-12-09,152,42.5,2022-01-06,172,61.3,2022-03-30,240,147.8,2022-03-30
"411","00187294F1",202,2021-07-29,56,1.9,2021-08-30,70,4.3,2021-09-29,74,4.8,2021-11-04,99,11.9,2021-12-09,126,25.9,2022-01-06,136,30.2,2022-03-30,195,103.2,2022-03-30
"412","00187294F3",152,2021-07-29,64,2.9,2021-08-30,84,6.7,2021-09-29,116,18.1,2021-11-04,151,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","00187294F3",152,2021-07-29,64,2.9,2021-08-30,84,6.7,2021-09-29,116,18.1,2021-11-04,155,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","00187294F4",151,2021-07-29,71,3.7,2021-08-30,89,7.1,2021-09-29,112,14.3,2021-11-04,143,30.8,2021-12-09,172,54.2,2022-01-06,193,75.2,2022-03-30,250,159.5,2022-03-30
"415","00187294F6",202,2021-07-29,72,3.8,2021-08-30,85,6.8,2021-09-29,103,11.3,2021-11-04,132,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","00187294F9",201,2021-07-29,69,3.4,2021-08-30,79,5.3,2021-09-29,100,10.8,2021-11-04,125,22,2021-12-09,155,46.1,2022-01-06,169,59,2022-03-30,210,106.1,2022-03-30
"417","00187294FA",201,2021-07-29,59,2,2021-08-30,73,4.2,2021-09-29,74,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","00187294FC",202,2021-07-29,64,2.6,2021-08-30,75,4.5,2021-09-29,74,3.9,2021-11-04,82,5.7,2021-12-09,94,9.1,2022-01-06,106,13.3,2022-03-30,130,24.4,2022-03-30
