"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME"
"1408","0018729399",202,"WEIGHT_1",4.3,"LENGTH_1",73,"T1",2021-07-29
"1409","0018729399",202,"WEIGHT_2",8.6,"LENGTH_2",88,"T2",2021-08-24
"1410","0018729399",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1411","0018729399",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1412","0018729399",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1413","0018729399",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1414","0018729399",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1415","001872939A",151,"WEIGHT_1",3.8,"LENGTH_1",71,"T1",2021-07-29
"1416","001872939A",151,"WEIGHT_2",5.4,"LENGTH_2",80,"T2",2021-08-18
"1417","001872939A",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1418","001872939A",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1419","001872939A",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1420","001872939A",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1421","001872939A",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1422","001872939C",201,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29
"1423","001872939C",201,"WEIGHT_2",4.4,"LENGTH_2",73,"T2",2021-08-30
"1424","001872939C",201,"WEIGHT_3",3.6,"LENGTH_3",72,"T3",2021-09-29
"1425","001872939C",201,"WEIGHT_4",5.3,"LENGTH_4",78,"T4",2021-11-04
"1426","001872939C",201,"WEIGHT_5",9.1,"LENGTH_5",94,"T5",2021-12-09
"1427","001872939C",201,"WEIGHT_6",14.8,"LENGTH_6",110,"T6",2022-01-06
"1428","001872939C",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1429","001872939D",202,"WEIGHT_1",2,"LENGTH_1",59,"T1",2021-07-29
"1430","001872939D",202,"WEIGHT_2",3.4,"LENGTH_2",68,"T2",2021-08-30
"1431","001872939D",202,"WEIGHT_3",4.9,"LENGTH_3",76,"T3",2021-09-29
"1432","001872939D",202,"WEIGHT_4",6.1,"LENGTH_4",82,"T4",2021-11-04
"1433","001872939D",202,"WEIGHT_5",12.8,"LENGTH_5",105,"T5",2021-12-09
"1434","001872939D",202,"WEIGHT_6",21.6,"LENGTH_6",128,"T6",2022-01-06
"1435","001872939D",202,"WEIGHT_7",52.8,"LENGTH_7",165,"T7",2022-03-30
"1436","001872939E",201,"WEIGHT_1",3.4,"LENGTH_1",67,"T1",2021-07-29
"1437","001872939E",201,"WEIGHT_2",8.7,"LENGTH_2",88,"T2",2021-08-24
"1438","001872939E",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1439","001872939E",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1440","001872939E",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1441","001872939E",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1442","001872939E",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1443","00187293A0",201,"WEIGHT_1",4.2,"LENGTH_1",73,"T1",2021-07-29
"1444","00187293A0",201,"WEIGHT_2",7.1,"LENGTH_2",88,"T2",2021-08-30
"1445","00187293A0",201,"WEIGHT_3",15.2,"LENGTH_3",110,"T3",2021-09-29
"1446","00187293A0",201,"WEIGHT_4",24.4,"LENGTH_4",129,"T4",2021-11-04
"1447","00187293A0",201,"WEIGHT_5",47.8,"LENGTH_5",160,"T5",2021-12-09
"1448","00187293A0",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1449","00187293A0",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1450","00187293A1",152,"WEIGHT_1",3.7,"LENGTH_1",70,"T1",2021-07-29
"1451","00187293A1",152,"WEIGHT_2",7.6,"LENGTH_2",88,"T2",2021-08-30
"1452","00187293A1",152,"WEIGHT_3",19,"LENGTH_3",118,"T3",2021-09-29
"1453","00187293A1",152,"WEIGHT_4",41.7,"LENGTH_4",150,"T4",2021-11-04
"1454","00187293A1",152,"WEIGHT_5",87.5,"LENGTH_5",190,"T5",2021-12-09
"1455","00187293A1",152,"WEIGHT_6",133.5,"LENGTH_6",216,"T6",2022-01-06
"1456","00187293A1",152,"WEIGHT_7",172.2,"LENGTH_7",235,"T7",2022-02-09
"1457","00187293A2",202,"WEIGHT_1",2,"LENGTH_1",58,"T1",2021-07-29
"1458","00187293A2",202,"WEIGHT_2",4.6,"LENGTH_2",72,"T2",2021-08-30
"1459","00187293A2",202,"WEIGHT_3",7.7,"LENGTH_3",86,"T3",2021-09-29
"1460","00187293A2",202,"WEIGHT_4",16.4,"LENGTH_4",107,"T4",2021-11-04
"1461","00187293A2",202,"WEIGHT_5",22.5,"LENGTH_5",120,"T5",2021-12-09
"1462","00187293A2",202,"WEIGHT_6",31.2,"LENGTH_6",135,"T6",2022-01-06
"1463","00187293A2",202,"WEIGHT_7",33.2,"LENGTH_7",166,"T7",2022-03-30
"1464","00187293A4",152,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29
"1465","00187293A4",152,"WEIGHT_2",7.2,"LENGTH_2",85,"T2",2021-08-30
"1466","00187293A4",152,"WEIGHT_3",16.4,"LENGTH_3",112,"T3",2021-09-29
"1467","00187293A4",152,"WEIGHT_4",30.9,"LENGTH_4",139,"T4",2021-11-04
"1468","00187293A4",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1469","00187293A4",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1470","00187293A4",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1471","00187293A7",152,"WEIGHT_1",3.5,"LENGTH_1",68,"T1",2021-07-29
"1472","00187293A7",152,"WEIGHT_2",7.8,"LENGTH_2",90,"T2",2021-08-30
"1473","00187293A7",152,"WEIGHT_3",15.4,"LENGTH_3",112,"T3",2021-09-29
"1474","00187293A7",152,"WEIGHT_4",27.6,"LENGTH_4",137,"T4",2021-11-04
"1475","00187293A7",152,"WEIGHT_5",43.6,"LENGTH_5",160,"T5",2021-12-09
"1476","00187293A7",152,"WEIGHT_6",62.1,"LENGTH_6",180,"T6",2022-01-06
"1477","00187293A7",152,"WEIGHT_7",90,"LENGTH_7",198,"T7",2022-02-04
"1478","00187293A8",201,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"1479","00187293A8",201,"WEIGHT_2",8.1,"LENGTH_2",88,"T2",2021-08-30
"1480","00187293A8",201,"WEIGHT_3",15.3,"LENGTH_3",108,"T3",2021-09-29
"1481","00187293A8",201,"WEIGHT_4",27.9,"LENGTH_4",130,"T4",2021-11-04
"1482","00187293A8",201,"WEIGHT_5",43.2,"LENGTH_5",156,"T5",2021-12-09
"1483","00187293A8",201,"WEIGHT_6",40.2,"LENGTH_6",158,"T6",2022-01-06
"1484","00187293A8",201,"WEIGHT_7",62.1,"LENGTH_7",174,"T7",2022-02-04
"1485","00187293AA",152,"WEIGHT_1",2.5,"LENGTH_1",63,"T1",2021-07-29
"1486","00187293AA",152,"WEIGHT_2",3.9,"LENGTH_2",74,"T2",2021-08-30
"1487","00187293AA",152,"WEIGHT_3",7.5,"LENGTH_3",91,"T3",2021-09-29
"1488","00187293AA",152,"WEIGHT_4",15.3,"LENGTH_4",115,"T4",2021-11-04
"1489","00187293AA",152,"WEIGHT_5",29.6,"LENGTH_5",143,"T5",2021-12-09
"1490","00187293AA",152,"WEIGHT_6",45.8,"LENGTH_6",159,"T6",2022-01-06
"1491","00187293AA",152,"WEIGHT_7",135.5,"LENGTH_7",235,"T7",2022-03-30
"1492","00187293AC",151,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"1493","00187293AC",151,"WEIGHT_2",10.8,"LENGTH_2",100,"T2",2021-08-30
"1494","00187293AC",151,"WEIGHT_3",28.8,"LENGTH_3",140,"T3",2021-09-29
"1495","00187293AC",151,"WEIGHT_4",64.4,"LENGTH_4",180,"T4",2021-11-04
"1496","00187293AC",151,"WEIGHT_5",122.9,"LENGTH_5",225,"T5",2021-12-09
"1497","00187293AC",151,"WEIGHT_6",183.2,"LENGTH_6",260,"T6",2022-01-06
"1498","00187293AC",151,"WEIGHT_7",327.8,"LENGTH_7",305,"T7",2022-03-30
"1499","00187293AD",202,"WEIGHT_1",2.7,"LENGTH_1",64,"T1",2021-07-29
"1500","00187293AD",202,"WEIGHT_2",5.6,"LENGTH_2",80,"T2",2021-08-30
"1501","00187293AD",202,"WEIGHT_3",11,"LENGTH_3",98,"T3",2021-09-29
"1502","00187293AD",202,"WEIGHT_4",22.3,"LENGTH_4",125,"T4",2021-11-04
"1503","00187293AD",202,"WEIGHT_5",39.7,"LENGTH_5",152,"T5",2021-12-09
"1504","00187293AD",202,"WEIGHT_6",54.7,"LENGTH_6",171,"T6",2022-01-06
"1505","00187293AD",202,"WEIGHT_7",133.5,"LENGTH_7",225,"T7",2022-03-30
"1506","00187293AE",151,"WEIGHT_1",2.3,"LENGTH_1",61,"T1",2021-07-29
"1507","00187293AE",151,"WEIGHT_2",5.7,"LENGTH_2",81,"T2",2021-08-30
"1508","00187293AE",151,"WEIGHT_3",14.8,"LENGTH_3",111,"T3",2021-09-29
"1509","00187293AE",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1510","00187293AE",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1511","00187293AE",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1512","00187293AE",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1513","00187293B0",202,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"1514","00187293B0",202,"WEIGHT_2",5.3,"LENGTH_2",77,"T2",2021-08-24
"1515","00187293B0",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1516","00187293B0",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1517","00187293B0",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1518","00187293B0",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1519","00187293B0",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1520","00187293B2",152,"WEIGHT_1",2.1,"LENGTH_1",59,"T1",2021-07-29
"1521","00187293B2",152,"WEIGHT_2",4.9,"LENGTH_2",78,"T2",2021-08-30
"1522","00187293B2",152,"WEIGHT_3",11.6,"LENGTH_3",102,"T3",2021-09-29
"1523","00187293B2",152,"WEIGHT_4",28.5,"LENGTH_4",136,"T4",2021-11-04
"1524","00187293B2",152,"WEIGHT_5",49.8,"LENGTH_5",160,"T5",2021-12-09
"1525","00187293B2",152,"WEIGHT_6",75.6,"LENGTH_6",183,"T6",2022-01-06
"1526","00187293B2",152,"WEIGHT_7",104.3,"LENGTH_7",204,"T7",2022-02-04
"1527","00187293B5",151,"WEIGHT_1",1.5,"LENGTH_1",52,"T1",2021-07-29
"1528","00187293B5",151,"WEIGHT_2",3.6,"LENGTH_2",66,"T2",2021-08-24
"1529","00187293B5",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1530","00187293B5",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1531","00187293B5",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1532","00187293B5",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1533","00187293B5",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1534","00187293B6",201,"WEIGHT_1",3.6,"LENGTH_1",69,"T1",2021-07-29
"1535","00187293B6",201,"WEIGHT_2",8.1,"LENGTH_2",86,"T2",2021-08-30
"1536","00187293B6",201,"WEIGHT_3",12.7,"LENGTH_3",102,"T3",2021-09-29
"1537","00187293B6",201,"WEIGHT_4",26.5,"LENGTH_4",129,"T4",2021-11-04
"1538","00187293B6",201,"WEIGHT_5",51.5,"LENGTH_5",158,"T5",2021-12-09
"1539","00187293B6",201,"WEIGHT_6",67.2,"LENGTH_6",166,"T6",2022-01-06
"1540","00187293B6",201,"WEIGHT_7",112,"LENGTH_7",195,"T7",2022-03-30
"1541","00187293B7",202,"WEIGHT_1",2.7,"LENGTH_1",62,"T1",2021-07-29
"1542","00187293B7",202,"WEIGHT_2",5.1,"LENGTH_2",75,"T2",2021-08-30
"1543","00187293B7",202,"WEIGHT_3",4.3,"LENGTH_3",75,"T3",2021-09-29
"1544","00187293B7",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1545","00187293B7",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1546","00187293B7",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1547","00187293B7",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1548","00187293BA",152,"WEIGHT_1",3.3,"LENGTH_1",70,"T1",2021-07-29
"1549","00187293BA",152,"WEIGHT_2",7.9,"LENGTH_2",89,"T2",2021-08-30
"1550","00187293BA",152,"WEIGHT_3",18.7,"LENGTH_3",117,"T3",2021-09-29
"1551","00187293BA",152,"WEIGHT_4",29.2,"LENGTH_4",134,"T4",2021-11-04
"1552","00187293BA",152,"WEIGHT_5",45.6,"LENGTH_5",152,"T5",2021-12-09
"1553","00187293BA",152,"WEIGHT_6",63.9,"LENGTH_6",172,"T6",2022-01-06
"1554","00187293BA",152,"WEIGHT_7",159.6,"LENGTH_7",229,"T7",2022-03-30
"1555","00187293BC",152,"WEIGHT_1",3.1,"LENGTH_1",67,"T1",2021-07-29
"1556","00187293BC",152,"WEIGHT_2",9.6,"LENGTH_2",95,"T2",2021-08-30
"1557","00187293BC",152,"WEIGHT_3",25.2,"LENGTH_3",130,"T3",2021-09-29
"1558","00187293BC",152,"WEIGHT_4",51.7,"LENGTH_4",164,"T4",2021-11-04
"1559","00187293BC",152,"WEIGHT_5",88.1,"LENGTH_5",195,"T5",2021-12-09
"1560","00187293BC",152,"WEIGHT_6",139.1,"LENGTH_6",224,"T6",2022-01-06
"1561","00187293BC",152,"WEIGHT_7",377,"LENGTH_7",315,"T7",2022-03-30
"1562","00187293BD",151,"WEIGHT_1",3.7,"LENGTH_1",70,"T1",2021-07-29
"1563","00187293BD",151,"WEIGHT_2",NA,"LENGTH_2",NA,"T2",NA
"1564","00187293BD",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1565","00187293BD",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1566","00187293BD",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1567","00187293BD",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1568","00187293BD",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1569","00187293BE",201,"WEIGHT_1",3.8,"LENGTH_1",71,"T1",2021-07-29
"1570","00187293BE",201,"WEIGHT_2",7.9,"LENGTH_2",87,"T2",2021-08-30
"1571","00187293BE",201,"WEIGHT_3",14.4,"LENGTH_3",107,"T3",2021-09-29
"1572","00187293BE",201,"WEIGHT_4",30.5,"LENGTH_4",132,"T4",2021-11-04
"1573","00187293BE",201,"WEIGHT_5",50.3,"LENGTH_5",155,"T5",2021-12-09
"1574","00187293BE",201,"WEIGHT_6",67.2,"LENGTH_6",175,"T6",2022-01-06
"1575","00187293BE",201,"WEIGHT_7",133.6,"LENGTH_7",218,"T7",2022-03-30
"1576","00187293C0",202,"WEIGHT_1",3.8,"LENGTH_1",70,"T1",2021-07-29
"1577","00187293C0",202,"WEIGHT_2",7.6,"LENGTH_2",86,"T2",2021-08-30
"1578","00187293C0",202,"WEIGHT_3",9.1,"LENGTH_3",95,"T3",2021-09-29
"1579","00187293C0",202,"WEIGHT_4",17.8,"LENGTH_4",116,"T4",2021-11-04
"1580","00187293C0",202,"WEIGHT_5",31.3,"LENGTH_5",141,"T5",2021-12-09
"1581","00187293C0",202,"WEIGHT_6",45.4,"LENGTH_6",158,"T6",2022-01-06
"1582","00187293C0",202,"WEIGHT_7",95.8,"LENGTH_7",200,"T7",2022-03-30
"1583","00187293C1",202,"WEIGHT_1",2.3,"LENGTH_1",62,"T1",2021-07-29
"1584","00187293C1",202,"WEIGHT_2",4.9,"LENGTH_2",75,"T2",2021-08-30
"1585","00187293C1",202,"WEIGHT_3",5.6,"LENGTH_3",80,"T3",2021-09-29
"1586","00187293C1",202,"WEIGHT_4",4.5,"LENGTH_4",78,"T4",2021-11-04
"1587","00187293C1",202,"WEIGHT_5",5.7,"LENGTH_5",85,"T5",2021-12-09
"1588","00187293C1",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1589","00187293C1",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1590","00187293C2",201,"WEIGHT_1",3.6,"LENGTH_1",70,"T1",2021-07-29
"1591","00187293C2",201,"WEIGHT_2",10,"LENGTH_2",93,"T2",2021-08-30
"1592","00187293C2",201,"WEIGHT_3",20,"LENGTH_3",118,"T3",2021-09-29
"1593","00187293C2",201,"WEIGHT_4",45.3,"LENGTH_4",145,"T4",2021-11-04
"1594","00187293C2",201,"WEIGHT_5",84.5,"LENGTH_5",180,"T5",2021-12-09
"1595","00187293C2",201,"WEIGHT_6",115.5,"LENGTH_6",190,"T6",2022-01-06
"1596","00187293C2",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1597","00187293C3",202,"WEIGHT_1",3,"LENGTH_1",67,"T1",2021-07-29
"1598","00187293C3",202,"WEIGHT_2",5.9,"LENGTH_2",NA,"T2",2021-08-28
"1599","00187293C3",202,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1600","00187293C3",202,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1601","00187293C3",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1602","00187293C3",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1603","00187293C3",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1604","00187293C5",151,"WEIGHT_1",3.4,"LENGTH_1",71,"T1",2021-07-29
"1605","00187293C5",151,"WEIGHT_2",6.4,"LENGTH_2",87,"T2",2021-08-30
"1606","00187293C5",151,"WEIGHT_3",15.9,"LENGTH_3",115,"T3",2021-09-29
"1607","00187293C5",151,"WEIGHT_4",39.7,"LENGTH_4",151,"T4",2021-11-04
"1608","00187293C5",151,"WEIGHT_5",79.9,"LENGTH_5",190,"T5",2021-12-09
"1609","00187293C5",151,"WEIGHT_6",119.5,"LENGTH_6",220,"T6",2022-01-06
"1610","00187293C5",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1611","00187293C7",152,"WEIGHT_1",3.7,"LENGTH_1",69,"T1",2021-07-29
"1612","00187293C7",152,"WEIGHT_2",10.4,"LENGTH_2",96,"T2",2021-08-30
"1613","00187293C7",152,"WEIGHT_3",23.6,"LENGTH_3",129,"T3",2021-09-29
"1614","00187293C7",152,"WEIGHT_4",50.4,"LENGTH_4",165,"T4",2021-11-04
"1615","00187293C7",152,"WEIGHT_5",84.9,"LENGTH_5",195,"T5",2021-12-09
"1616","00187293C7",152,"WEIGHT_6",117,"LENGTH_6",220,"T6",2022-01-06
"1617","00187293C7",152,"WEIGHT_7",216.6,"LENGTH_7",286,"T7",2022-03-30
"1618","00187293CA",151,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29
"1619","00187293CA",151,"WEIGHT_2",5.9,"LENGTH_2",81,"T2",2021-08-30
"1620","00187293CA",151,"WEIGHT_3",13,"LENGTH_3",105,"T3",2021-09-29
"1621","00187293CA",151,"WEIGHT_4",25.5,"LENGTH_4",130,"T4",2021-11-04
"1622","00187293CA",151,"WEIGHT_5",48.5,"LENGTH_5",161,"T5",2021-12-09
"1623","00187293CA",151,"WEIGHT_6",81.8,"LENGTH_6",192,"T6",2022-01-06
"1624","00187293CA",151,"WEIGHT_7",119.6,"LENGTH_7",216,"T7",2022-02-04
"1625","00187293CC",151,"WEIGHT_1",3.3,"LENGTH_1",66,"T1",2021-07-29
"1626","00187293CC",151,"WEIGHT_2",7.3,"LENGTH_2",89,"T2",2021-08-30
"1627","00187293CC",151,"WEIGHT_3",15.6,"LENGTH_3",114,"T3",2021-09-29
"1628","00187293CC",151,"WEIGHT_4",28.9,"LENGTH_4",138,"T4",2021-11-04
"1629","00187293CC",151,"WEIGHT_5",47.9,"LENGTH_5",163,"T5",2021-12-09
"1630","00187293CC",151,"WEIGHT_6",70.2,"LENGTH_6",187,"T6",2022-01-06
"1631","00187293CC",151,"WEIGHT_7",164.2,"LENGTH_7",245,"T7",2022-03-30
"1632","00187293CE",152,"WEIGHT_1",2.4,"LENGTH_1",61,"T1",2021-07-29
"1633","00187293CE",152,"WEIGHT_2",6.1,"LENGTH_2",82,"T2",2021-08-30
"1634","00187293CE",152,"WEIGHT_3",15.5,"LENGTH_3",110,"T3",2021-09-29
"1635","00187293CE",152,"WEIGHT_4",37.1,"LENGTH_4",146,"T4",2021-11-04
"1636","00187293CE",152,"WEIGHT_5",64.8,"LENGTH_5",175,"T5",2021-12-09
"1637","00187293CE",152,"WEIGHT_6",86.2,"LENGTH_6",193,"T6",2022-01-06
"1638","00187293CE",152,"WEIGHT_7",122.2,"LENGTH_7",216,"T7",2022-02-09
"1639","00187293CF",151,"WEIGHT_1",4.3,"LENGTH_1",74,"T1",2021-07-29
"1640","00187293CF",151,"WEIGHT_2",9.7,"LENGTH_2",96,"T2",2021-08-30
"1641","00187293CF",151,"WEIGHT_3",21.4,"LENGTH_3",125,"T3",2021-09-29
"1642","00187293CF",151,"WEIGHT_4",38.5,"LENGTH_4",150,"T4",2021-11-04
"1643","00187293CF",151,"WEIGHT_5",67.7,"LENGTH_5",180,"T5",2021-12-09
"1644","00187293CF",151,"WEIGHT_6",93.5,"LENGTH_6",204,"T6",2022-01-06
"1645","00187293CF",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1646","00187293D0",202,"WEIGHT_1",4,"LENGTH_1",74,"T1",2021-07-29
"1647","00187293D0",202,"WEIGHT_2",7,"LENGTH_2",85,"T2",2021-08-30
"1648","00187293D0",202,"WEIGHT_3",5.7,"LENGTH_3",84,"T3",2021-09-29
"1649","00187293D0",202,"WEIGHT_4",6,"LENGTH_4",85,"T4",2021-11-04
"1650","00187293D0",202,"WEIGHT_5",12.5,"LENGTH_5",105,"T5",2021-12-09
"1651","00187293D0",202,"WEIGHT_6",19.4,"LENGTH_6",120,"T6",2022-01-06
"1652","00187293D0",202,"WEIGHT_7",44.4,"LENGTH_7",156,"T7",2022-03-30
"1653","00187293D3",201,"WEIGHT_1",1.7,"LENGTH_1",56,"T1",2021-07-29
"1654","00187293D3",201,"WEIGHT_2",2.9,"LENGTH_2",64,"T2",2021-08-30
"1655","00187293D3",201,"WEIGHT_3",2.7,"LENGTH_3",64,"T3",2021-09-29
"1656","00187293D3",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1657","00187293D3",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1658","00187293D3",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1659","00187293D3",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1660","00187293D9",151,"WEIGHT_1",3.4,"LENGTH_1",67,"T1",2021-07-29
"1661","00187293D9",151,"WEIGHT_2",8.9,"LENGTH_2",93,"T2",2021-08-30
"1662","00187293D9",151,"WEIGHT_3",18.9,"LENGTH_3",120,"T3",2021-09-29
"1663","00187293D9",151,"WEIGHT_4",31.6,"LENGTH_4",141,"T4",2021-11-04
"1664","00187293D9",151,"WEIGHT_5",55.3,"LENGTH_5",170,"T5",2021-12-09
"1665","00187293D9",151,"WEIGHT_6",71,"LENGTH_6",189,"T6",2022-01-06
"1666","00187293D9",151,"WEIGHT_7",92.4,"LENGTH_7",203,"T7",2022-02-04
"1667","00187293DB",201,"WEIGHT_1",4.4,"LENGTH_1",74,"T1",2021-07-29
"1668","00187293DB",201,"WEIGHT_2",9.2,"LENGTH_2",93,"T2",2021-08-30
"1669","00187293DB",201,"WEIGHT_3",13.6,"LENGTH_3",106,"T3",2021-09-29
"1670","00187293DB",201,"WEIGHT_4",26.1,"LENGTH_4",130,"T4",2021-11-04
"1671","00187293DB",201,"WEIGHT_5",37.1,"LENGTH_5",148,"T5",2021-12-09
"1672","00187293DB",201,"WEIGHT_6",48.4,"LENGTH_6",161,"T6",2022-01-06
"1673","00187293DB",201,"WEIGHT_7",82.3,"LENGTH_7",190,"T7",2022-03-30
"1674","00187293DC",151,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29
"1675","00187293DC",151,"WEIGHT_2",5,"LENGTH_2",77,"T2",2021-08-30
"1676","00187293DC",151,"WEIGHT_3",12.7,"LENGTH_3",105,"T3",2021-09-29
"1677","00187293DC",151,"WEIGHT_4",26.9,"LENGTH_4",131,"T4",2021-11-04
"1678","00187293DC",151,"WEIGHT_5",51.8,"LENGTH_5",164,"T5",2021-12-09
"1679","00187293DC",151,"WEIGHT_6",78.5,"LENGTH_6",186,"T6",2022-01-06
"1680","00187293DC",151,"WEIGHT_7",200.4,"LENGTH_7",255,"T7",2022-03-30
"1681","00187293DD",152,"WEIGHT_1",4,"LENGTH_1",71,"T1",2021-07-29
"1682","00187293DD",152,"WEIGHT_2",8.2,"LENGTH_2",92,"T2",2021-08-21
"1683","00187293DD",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA
"1684","00187293DD",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA
"1685","00187293DD",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1686","00187293DD",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1687","00187293DD",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1688","00187293E3",202,"WEIGHT_1",4.4,"LENGTH_1",72,"T1",2021-07-29
"1689","00187293E3",202,"WEIGHT_2",11.3,"LENGTH_2",95,"T2",2021-08-30
"1690","00187293E3",202,"WEIGHT_3",21.8,"LENGTH_3",118,"T3",2021-09-29
"1691","00187293E3",202,"WEIGHT_4",40.9,"LENGTH_4",145,"T4",2021-11-04
"1692","00187293E3",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA
"1693","00187293E3",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA
"1694","00187293E3",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA
"1695","00187293E5",202,"WEIGHT_1",2.9,"LENGTH_1",64,"T1",2021-07-29
"1696","00187293E5",202,"WEIGHT_2",5.5,"LENGTH_2",77,"T2",2021-08-30
"1697","00187293E5",202,"WEIGHT_3",5.2,"LENGTH_3",79,"T3",2021-09-29
"1698","00187293E5",202,"WEIGHT_4",6.7,"LENGTH_4",85,"T4",2021-11-04
"1699","00187293E5",202,"WEIGHT_5",12.2,"LENGTH_5",104,"T5",2021-12-09
"1700","00187293E5",202,"WEIGHT_6",14.2,"LENGTH_6",108,"T6",2022-01-06
"1701","00187293E5",202,"WEIGHT_7",42.4,"LENGTH_7",153,"T7",2022-03-30
"1702","00187293E8",151,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29
"1703","00187293E8",151,"WEIGHT_2",6.6,"LENGTH_2",86,"T2",2021-08-30
"1704","00187293E8",151,"WEIGHT_3",15.9,"LENGTH_3",113,"T3",2021-09-29
