"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"1545","00187293B7",202,"93B7","K5",NA,"T5",NA
"1546","00187293B7",202,"93B7","K6",NA,"T6",NA
"1547","00187293B7",202,"93B7","K7",NA,"T7",NA
"1548","00187293BA",152,"93BA","K1",0.962099125364431,"T1",2021-07-29
"1549","00187293BA",152,"93BA","K2",1.12061665122864,"T2",2021-08-30
"1550","00187293BA",152,"93BA","K3",1.16757294052933,"T3",2021-09-29
"1551","00187293BA",152,"93BA","K4",1.21358012787477,"T4",2021-11-04
"1552","00187293BA",152,"93BA","K5",1.29847645429363,"T5",2021-12-09
"1553","00187293BA",152,"93BA","K6",1.25578565409335,"T6",2022-01-06
"1554","00187293BA",152,"93BA","K7",1.32900446490541,"T7",2022-03-30
"1555","00187293BC",152,"93BC","K1",1.03071188942789,"T1",2021-07-29
"1556","00187293BC",152,"93BC","K2",1.1196967487972,"T2",2021-08-30
"1557","00187293BC",152,"93BC","K3",1.14701866181156,"T3",2021-09-29
"1558","00187293BC",152,"93BC","K4",1.17208470567752,"T4",2021-11-04
"1559","00187293BC",152,"93BC","K5",1.18815219406935,"T5",2021-12-09
"1560","00187293BC",152,"93BC","K6",1.23760790588557,"T6",2022-01-06
"1561","00187293BC",152,"93BC","K7",1.20617323943099,"T7",2022-03-30
"1562","00187293BD",151,"93BD","K1",1.07871720116618,"T1",2021-07-29
"1563","00187293BD",151,"93BD","K2",NA,"T2",NA
"1564","00187293BD",151,"93BD","K3",NA,"T3",NA
"1565","00187293BD",151,"93BD","K4",NA,"T4",NA
"1566","00187293BD",151,"93BD","K5",NA,"T5",NA
"1567","00187293BD",151,"93BD","K6",NA,"T6",NA
"1568","00187293BD",151,"93BD","K7",NA,"T7",NA
"1569","00187293BE",201,"93BE","K1",1.06171646023732,"T1",2021-07-29
"1570","00187293BE",201,"93BE","K2",1.19969081386114,"T2",2021-08-30
"1571","00187293BE",201,"93BE","K3",1.17546894272283,"T3",2021-09-29
"1572","00187293BE",201,"93BE","K4",1.32610540668392,"T4",2021-11-04
"1573","00187293BE",201,"93BE","K5",1.35074351314155,"T5",2021-12-09
"1574","00187293BE",201,"93BE","K6",1.25387755102041,"T6",2022-01-06
"1575","00187293BE",201,"93BE","K7",1.28954641170198,"T7",2022-03-30
"1576","00187293C0",202,"93C0","K1",1.10787172011662,"T1",2021-07-29
"1577","00187293C0",202,"93C0","K2",1.19486334536582,"T2",2021-08-30
"1578","00187293C0",202,"93C0","K3",1.06137920979735,"T3",2021-09-29
"1579","00187293C0",202,"93C0","K4",1.1403706589036,"T4",2021-11-04
"1580","00187293C0",202,"93C0","K5",1.11657268549287,"T5",2021-12-09
"1581","00187293C0",202,"93C0","K6",1.15102456397973,"T6",2022-01-06
"1582","00187293C0",202,"93C0","K7",1.1975,"T7",2022-03-30
"1583","00187293C1",202,"93C1","K1",0.965056560706253,"T1",2021-07-29
"1584","00187293C1",202,"93C1","K2",1.16148148148148,"T2",2021-08-30
"1585","00187293C1",202,"93C1","K3",1.09375,"T3",2021-09-29
"1586","00187293C1",202,"93C1","K4",0.948262782582309,"T4",2021-11-04
"1587","00187293C1",202,"93C1","K5",0.928149806635457,"T5",2021-12-09
"1588","00187293C1",202,"93C1","K6",NA,"T6",NA
"1589","00187293C1",202,"93C1","K7",NA,"T7",NA
"1590","00187293C2",201,"93C2","K1",1.04956268221574,"T1",2021-07-29
"1591","00187293C2",201,"93C2","K2",1.24322906371176,"T2",2021-08-30
"1592","00187293C2",201,"93C2","K3",1.21726174535858,"T3",2021-09-29
"1593","00187293C2",201,"93C2","K4",1.48591578170487,"T4",2021-11-04
"1594","00187293C2",201,"93C2","K5",1.44890260631001,"T5",2021-12-09
"1595","00187293C2",201,"93C2","K6",1.68391893862079,"T6",2022-01-06
"1596","00187293C2",201,"93C2","K7",NA,"T7",NA
"1597","00187293C3",202,"93C3","K1",0.997463118801182,"T1",2021-07-29
"1598","00187293C3",202,"93C3","K2",NA,"T2",2021-08-28
"1599","00187293C3",202,"93C3","K3",NA,"T3",NA
"1600","00187293C3",202,"93C3","K4",NA,"T4",NA
"1601","00187293C3",202,"93C3","K5",NA,"T5",NA
"1602","00187293C3",202,"93C3","K6",NA,"T6",NA
"1603","00187293C3",202,"93C3","K7",NA,"T7",NA
"1604","00187293C5",151,"93C5","K1",0.949956832843919,"T1",2021-07-29
"1605","00187293C5",151,"93C5","K2",0.971901418824212,"T2",2021-08-30
"1606","00187293C5",151,"93C5","K3",1.04545080956686,"T3",2021-09-29
"1607","00187293C5",151,"93C5","K4",1.15308059859115,"T4",2021-11-04
"1608","00187293C5",151,"93C5","K5",1.16489284152209,"T5",2021-12-09
"1609","00187293C5",151,"93C5","K6",1.12227648384673,"T6",2022-01-06
"1610","00187293C5",151,"93C5","K7",NA,"T7",NA
"1611","00187293C7",152,"93C7","K1",1.12630095370294,"T1",2021-07-29
"1612","00187293C7",152,"93C7","K2",1.17549189814815,"T2",2021-08-30
"1613","00187293C7",152,"93C7","K3",1.09936744446913,"T3",2021-09-29
"1614","00187293C7",152,"93C7","K4",1.12196343601302,"T4",2021-11-04
"1615","00187293C7",152,"93C7","K5",1.14499570120872,"T5",2021-12-09
"1616","00187293C7",152,"93C7","K6",1.09879789631856,"T6",2022-01-06
"1617","00187293C7",152,"93C7","K7",0.925892045262185,"T7",2022-03-30
"1618","00187293CA",151,"93CA","K1",1.05598543468366,"T1",2021-07-29
"1619","00187293CA",151,"93CA","K2",1.11018908966376,"T2",2021-08-30
"1620","00187293CA",151,"93CA","K3",1.12298887809092,"T3",2021-09-29
"1621","00187293CA",151,"93CA","K4",1.16067364588075,"T4",2021-11-04
"1622","00187293CA",151,"93CA","K5",1.16215514843117,"T5",2021-12-09
"1623","00187293CA",151,"93CA","K6",1.15571198640046,"T6",2022-01-06
"1624","00187293CA",151,"93CA","K7",1.18677920032515,"T7",2022-02-04
"1625","00187293CC",151,"93CC","K1",1.14784205693297,"T1",2021-07-29
"1626","00187293CC",151,"93CC","K2",1.03550652581887,"T2",2021-08-30
"1627","00187293CC",151,"93CC","K3",1.05295556527515,"T3",2021-09-29
"1628","00187293CC",151,"93CC","K4",1.09966545817618,"T4",2021-11-04
"1629","00187293CC",151,"93CC","K5",1.10604475394199,"T5",2021-12-09
"1630","00187293CC",151,"93CC","K6",1.07352532105212,"T6",2022-01-06
"1631","00187293CC",151,"93CC","K7",1.11654157706398,"T7",2022-03-30
"1632","00187293CE",152,"93CE","K1",1.05735722373238,"T1",2021-07-29
"1633","00187293CE",152,"93CE","K2",1.10633914191611,"T2",2021-08-30
"1634","00187293CE",152,"93CE","K3",1.16453794139745,"T3",2021-09-29
"1635","00187293CE",152,"93CE","K4",1.19210728579985,"T4",2021-11-04
"1636","00187293CE",152,"93CE","K5",1.20909620991254,"T5",2021-12-09
"1637","00187293CE",152,"93CE","K6",1.19904460348555,"T6",2022-01-06
"1638","00187293CE",152,"93CE","K7",1.21257874815831,"T7",2022-02-09
"1639","00187293CF",151,"93CF","K1",1.061141492113,"T1",2021-07-29
"1640","00187293CF",151,"93CF","K2",1.09637225115741,"T2",2021-08-30
"1641","00187293CF",151,"93CF","K3",1.09568,"T3",2021-09-29
"1642","00187293CF",151,"93CF","K4",1.14074074074074,"T4",2021-11-04
"1643","00187293CF",151,"93CF","K5",1.16083676268861,"T5",2021-12-09
"1644","00187293CF",151,"93CF","K6",1.10133922850186,"T6",2022-01-06
"1645","00187293CF",151,"93CF","K7",NA,"T7",NA
"1646","00187293D0",202,"93D0","K1",0.987108364756283,"T1",2021-07-29
"1647","00187293D0",202,"93D0","K2",1.1398330958681,"T2",2021-08-30
"1648","00187293D0",202,"93D0","K3",0.96169420149012,"T3",2021-09-29
"1649","00187293D0",202,"93D0","K4",0.976999796458376,"T4",2021-11-04
"1650","00187293D0",202,"93D0","K5",1.07979699816435,"T5",2021-12-09
"1651","00187293D0",202,"93D0","K6",1.12268518518519,"T6",2022-01-06
"1652","00187293D0",202,"93D0","K7",1.16952409851818,"T7",2022-03-30
"1653","00187293D3",201,"93D3","K1",0.968021137026239,"T1",2021-07-29
"1654","00187293D3",201,"93D3","K2",1.10626220703125,"T2",2021-08-30
"1655","00187293D3",201,"93D3","K3",1.02996826171875,"T3",2021-09-29
"1656","00187293D3",201,"93D3","K4",NA,"T4",NA
"1657","00187293D3",201,"93D3","K5",NA,"T5",NA
"1658","00187293D3",201,"93D3","K6",NA,"T6",NA
"1659","00187293D3",201,"93D3","K7",NA,"T7",NA
"1660","00187293D9",151,"93D9","K1",1.13045820130801,"T1",2021-07-29
"1661","00187293D9",151,"93D9","K2",1.10647386670347,"T2",2021-08-30
"1662","00187293D9",151,"93D9","K3",1.09375,"T3",2021-09-29
"1663","00187293D9",151,"93D9","K4",1.1272746601142,"T4",2021-11-04
"1664","00187293D9",151,"93D9","K5",1.12558518216975,"T5",2021-12-09
"1665","00187293D9",151,"93D9","K6",1.05165414087337,"T6",2022-01-06
"1666","00187293D9",151,"93D9","K7",1.10454612777088,"T7",2022-02-04
"1667","00187293DB",201,"93DB","K1",1.08581920123191,"T1",2021-07-29
"1668","00187293DB",201,"93DB","K2",1.14377073861482,"T2",2021-08-30
"1669","00187293DB",201,"93DB","K3",1.14188222492393,"T3",2021-09-29
"1670","00187293DB",201,"93DB","K4",1.18798361401912,"T4",2021-11-04
"1671","00187293DB",201,"93DB","K5",1.14442876038932,"T5",2021-12-09
"1672","00187293DB",201,"93DB","K6",1.15975895224884,"T6",2022-01-06
"1673","00187293DB",201,"93DB","K7",1.199883364922,"T7",2022-03-30
"1674","00187293DC",151,"93DC","K1",1.02496355685131,"T1",2021-07-29
"1675","00187293DC",151,"93DC","K2",1.09521108003145,"T2",2021-08-30
"1676","00187293DC",151,"93DC","K3",1.09707375013497,"T3",2021-09-29
"1677","00187293DC",151,"93DC","K4",1.19657077938571,"T4",2021-11-04
"1678","00187293DC",151,"93DC","K5",1.17435179408308,"T5",2021-12-09
"1679","00187293DC",151,"93DC","K6",1.21991851876716,"T6",2022-01-06
"1680","00187293DC",151,"93DC","K7",1.20858493339666,"T7",2022-03-30
"1681","00187293DD",152,"93DD","K1",1.11759627393402,"T1",2021-07-29
"1682","00187293DD",152,"93DD","K2",1.05305334100436,"T2",2021-08-21
"1683","00187293DD",152,"93DD","K3",NA,"T3",NA
"1684","00187293DD",152,"93DD","K4",NA,"T4",NA
"1685","00187293DD",152,"93DD","K5",NA,"T5",NA
"1686","00187293DD",152,"93DD","K6",NA,"T6",NA
"1687","00187293DD",152,"93DD","K7",NA,"T7",NA
"1688","00187293E3",202,"93E3","K1",1.17884087791495,"T1",2021-07-29
"1689","00187293E3",202,"93E3","K2",1.31797638139671,"T2",2021-08-30
"1690","00187293E3",202,"93E3","K3",1.32681530244085,"T3",2021-09-29
"1691","00187293E3",202,"93E3","K4",1.34158842100947,"T4",2021-11-04
"1692","00187293E3",202,"93E3","K5",NA,"T5",NA
"1693","00187293E3",202,"93E3","K6",NA,"T6",NA
"1694","00187293E3",202,"93E3","K7",NA,"T7",NA
"1695","00187293E5",202,"93E5","K1",1.10626220703125,"T1",2021-07-29
"1696","00187293E5",202,"93E5","K2",1.2047321880346,"T2",2021-08-30
"1697","00187293E5",202,"93E5","K3",1.05468330091534,"T3",2021-09-29
"1698","00187293E5",202,"93E5","K4",1.09098310604519,"T4",2021-11-04
"1699","00187293E5",202,"93E5","K5",1.08457555757852,"T5",2021-12-09
"1700","00187293E5",202,"93E5","K6",1.12724178224864,"T6",2022-01-06
"1701","00187293E5",202,"93E5","K7",1.18383605880873,"T7",2022-03-30
"1702","00187293E8",151,"93E8","K1",1.05598543468366,"T1",2021-07-29
"1703","00187293E8",151,"93E8","K2",1.03764448413347,"T2",2021-08-30
"1704","00187293E8",151,"93E8","K3",1.10194975802154,"T3",2021-09-29
"1705","00187293E8",151,"93E8","K4",1.19443101776699,"T4",2021-11-04
"1706","00187293E8",151,"93E8","K5",1.18141289437586,"T5",2021-12-09
"1707","00187293E8",151,"93E8","K6",1.14466243904673,"T6",2022-01-06
"1708","00187293E8",151,"93E8","K7",1.20353498542274,"T7",2022-03-30
"1709","00187293EC",202,"93EC","K1",1.00870968639564,"T1",2021-07-29
"1710","00187293EC",202,"93EC","K2",1.15204903978052,"T2",2021-08-24
"1711","00187293EC",202,"93EC","K3",NA,"T3",NA
"1712","00187293EC",202,"93EC","K4",NA,"T4",NA
"1713","00187293EC",202,"93EC","K5",NA,"T5",NA
"1714","00187293EC",202,"93EC","K6",NA,"T6",NA
"1715","00187293EC",202,"93EC","K7",NA,"T7",NA
"1716","00187293ED",201,"93ED","K1",1.0489745225068,"T1",2021-07-29
"1717","00187293ED",201,"93ED","K2",1.07871720116618,"T2",2021-08-30
"1718","00187293ED",201,"93ED","K3",1.07496567208679,"T3",2021-09-29
"1719","00187293ED",201,"93ED","K4",1.15428337038377,"T4",2021-11-04
"1720","00187293ED",201,"93ED","K5",NA,"T5",NA
"1721","00187293ED",201,"93ED","K6",NA,"T6",NA
"1722","00187293ED",201,"93ED","K7",NA,"T7",NA
"1723","00187293EE",152,"93EE","K1",1.08131487889273,"T1",2021-07-29
"1724","00187293EE",152,"93EE","K2",1.14123287653055,"T2",2021-08-30
"1725","00187293EE",152,"93EE","K3",1.14862710214494,"T3",2021-09-29
"1726","00187293EE",152,"93EE","K4",NA,"T4",NA
"1727","00187293EE",152,"93EE","K5",NA,"T5",NA
"1728","00187293EE",152,"93EE","K6",NA,"T6",NA
"1729","00187293EE",152,"93EE","K7",NA,"T7",NA
"1730","00187293F1",202,"93F1","K1",0.991298010973937,"T1",2021-07-29
"1731","00187293F1",202,"93F1","K2",1.22124974557297,"T2",2021-08-24
"1732","00187293F1",202,"93F1","K3",NA,"T3",NA
"1733","00187293F1",202,"93F1","K4",NA,"T4",NA
"1734","00187293F1",202,"93F1","K5",NA,"T5",NA
"1735","00187293F1",202,"93F1","K6",NA,"T6",NA
"1736","00187293F1",202,"93F1","K7",NA,"T7",NA
"1737","00187293F2",151,"93F2","K1",1.15674152001924,"T1",2021-07-29
"1738","00187293F2",151,"93F2","K2",1.11328125,"T2",2021-08-18
"1739","00187293F2",151,"93F2","K3",NA,"T3",NA
"1740","00187293F2",151,"93F2","K4",NA,"T4",NA
"1741","00187293F2",151,"93F2","K5",NA,"T5",NA
"1742","00187293F2",151,"93F2","K6",NA,"T6",NA
"1743","00187293F2",151,"93F2","K7",NA,"T7",NA
"1744","00187293F4",202,"93F4","K1",1.1444091796875,"T1",2021-07-29
"1745","00187293F4",202,"93F4","K2",NA,"T2",2021-08-28
"1746","00187293F4",202,"93F4","K3",NA,"T3",NA
"1747","00187293F4",202,"93F4","K4",NA,"T4",NA
"1748","00187293F4",202,"93F4","K5",NA,"T5",NA
"1749","00187293F4",202,"93F4","K6",NA,"T6",NA
"1750","00187293F4",202,"93F4","K7",NA,"T7",NA
"1751","00187293F6",151,"93F6","K1",1.01770812131081,"T1",2021-07-29
"1752","00187293F6",151,"93F6","K2",1.16598079561043,"T2",2021-08-30
"1753","00187293F6",151,"93F6","K3",1.20373997711819,"T3",2021-09-29
"1754","00187293F6",151,"93F6","K4",1.21378939948307,"T4",2021-11-04
"1755","00187293F6",151,"93F6","K5",1.19084947487314,"T5",2021-12-09
"1756","00187293F6",151,"93F6","K6",1.10390421219828,"T6",2022-01-06
"1757","00187293F6",151,"93F6","K7",1.15388771692709,"T7",2022-03-30
"1758","00187293F7",202,"93F7","K1",1.16522530723714,"T1",2021-07-29
"1759","00187293F7",202,"93F7","K2",1.19702267813874,"T2",2021-08-24
"1760","00187293F7",202,"93F7","K3",NA,"T3",NA
"1761","00187293F7",202,"93F7","K4",NA,"T4",NA
"1762","00187293F7",202,"93F7","K5",NA,"T5",NA
"1763","00187293F7",202,"93F7","K6",NA,"T6",NA
"1764","00187293F7",202,"93F7","K7",NA,"T7",NA
"1765","00187293F8",151,"93F8","K1",1.13045820130801,"T1",2021-07-29
"1766","00187293F8",151,"93F8","K2",1.15611642580908,"T2",2021-08-30
"1767","00187293F8",151,"93F8","K3",1.12697220135237,"T3",2021-09-29
"1768","00187293F8",151,"93F8","K4",1.23045190193951,"T4",2021-11-04
"1769","00187293F8",151,"93F8","K5",1.16215514843117,"T5",2021-12-09
"1770","00187293F8",151,"93F8","K6",1.26033996012082,"T6",2022-01-06
"1771","00187293F8",151,"93F8","K7",1.11281871795654,"T7",2022-03-30
"1772","00187293FA",202,"93FA","K1",1.16522530723714,"T1",2021-07-29
"1773","00187293FA",202,"93FA","K2",1.22124974557297,"T2",2021-08-30
"1774","00187293FA",202,"93FA","K3",1.28117899526449,"T3",2021-09-29
"1775","00187293FA",202,"93FA","K4",1.27172589974607,"T4",2021-11-04
"1776","00187293FA",202,"93FA","K5",1.32899240337257,"T5",2021-12-09
"1777","00187293FA",202,"93FA","K6",1.34694383710738,"T6",2022-01-06
"1778","00187293FA",202,"93FA","K7",1.29691897400127,"T7",2022-02-12
"1779","00187293FB",151,"93FB","K1",1.14784205693297,"T1",2021-07-29
"1780","00187293FB",151,"93FB","K2",NA,"T2",NA
"1781","00187293FB",151,"93FB","K3",NA,"T3",NA
"1782","00187293FB",151,"93FB","K4",NA,"T4",NA
"1783","00187293FB",151,"93FB","K5",NA,"T5",NA
"1784","00187293FB",151,"93FB","K6",NA,"T6",NA
"1785","00187293FB",151,"93FB","K7",NA,"T7",NA
"1786","00187293FC",201,"93FC","K1",1.00701554160653,"T1",2021-07-29
"1787","00187293FC",201,"93FC","K2",1.11929792037944,"T2",2021-08-30
"1788","00187293FC",201,"93FC","K3",1.07979699816435,"T3",2021-09-29
"1789","00187293FC",201,"93FC","K4",1.21932632220698,"T4",2021-11-04
"1790","00187293FC",201,"93FC","K5",1.33233365975893,"T5",2021-12-09
"1791","00187293FC",201,"93FC","K6",1.36607986767486,"T6",2022-01-06
"1792","00187293FC",201,"93FC","K7",1.50211429672709,"T7",2022-02-16
"1793","0018729461",201,"9461","K1",1.13702623906706,"T1",2021-07-29
"1794","0018729461",201,"9461","K2",1.14261255640516,"T2",2021-08-25
"1795","0018729461",201,"9461","K3",NA,"T3",NA
"1796","0018729461",201,"9461","K4",NA,"T4",NA
"1797","0018729461",201,"9461","K5",NA,"T5",NA
"1798","0018729461",201,"9461","K6",NA,"T6",NA
"1799","0018729461",201,"9461","K7",NA,"T7",NA
"1800","0018729463",201,"9463","K1",0.925118926472521,"T1",2021-07-29
"1801","0018729463",201,"9463","K2",1.02040816326531,"T2",2021-08-30
"1802","0018729463",201,"9463","K3",0.948148148148148,"T3",2021-09-29
"1803","0018729463",201,"9463","K4",0.978766442212353,"T4",2021-11-04
"1804","0018729463",201,"9463","K5",1.01641355737441,"T5",2021-12-09
"1805","0018729463",201,"9463","K6",1.12533569335938,"T6",2022-01-06
"1806","0018729463",201,"9463","K7",1.15912208504801,"T7",2022-03-30
"1807","0018729464",202,"9464","K1",0.9918212890625,"T1",2021-07-29
"1808","0018729464",202,"9464","K2",1.25291587694999,"T2",2021-08-30
"1809","0018729464",202,"9464","K3",1.00956645634032,"T3",2021-09-29
"1810","0018729464",202,"9464","K4",1.0667956304051,"T4",2021-11-04
"1811","0018729464",202,"9464","K5",1.11689814814815,"T5",2021-12-09
"1812","0018729464",202,"9464","K6",1.11108067054479,"T6",2022-01-06
"1813","0018729464",202,"9464","K7",1.0992438749926,"T7",2022-03-30
"1814","0018729465",152,"9465","K1",1.03071188942789,"T1",2021-07-29
"1815","0018729465",152,"9465","K2",1.11625391474964,"T2",2021-08-30
"1816","0018729465",152,"9465","K3",1.08718872070312,"T3",2021-09-29
"1817","0018729465",152,"9465","K4",1.11947893344189,"T4",2021-11-04
"1818","0018729465",152,"9465","K5",1.17232702357867,"T5",2021-12-09
"1819","0018729465",152,"9465","K6",1.06533226191346,"T6",2022-01-06
"1820","0018729465",152,"9465","K7",1.20650862239157,"T7",2022-03-30
"1821","0018729467",202,"9467","K1",1.09093350340707,"T1",2021-07-29
"1822","0018729467",202,"9467","K2",1.24190643928489,"T2",2021-08-28
"1823","0018729467",202,"9467","K3",NA,"T3",NA
"1824","0018729467",202,"9467","K4",NA,"T4",NA
"1825","0018729467",202,"9467","K5",NA,"T5",NA
"1826","0018729467",202,"9467","K6",NA,"T6",NA
"1827","0018729467",202,"9467","K7",NA,"T7",NA
"1828","0018729469",201,"9469","K1",1.05735722373238,"T1",2021-07-29
"1829","0018729469",201,"9469","K2",1.11328125,"T2",2021-08-30
"1830","0018729469",201,"9469","K3",1.07304271759732,"T3",2021-09-29
"1831","0018729469",201,"9469","K4",1.08001678179922,"T4",2021-11-04
"1832","0018729469",201,"9469","K5",1.11516034985423,"T5",2021-12-09
"1833","0018729469",201,"9469","K6",1.083984375,"T6",2022-01-06
"1834","0018729469",201,"9469","K7",1.0708204791045,"T7",2022-03-30
"1835","001872946A",201,"946A","K1",1.0364637829941,"T1",2021-07-29
"1836","001872946A",201,"946A","K2",1.1336711673412,"T2",2021-08-30
"1837","001872946A",201,"946A","K3",1.13092791978302,"T3",2021-09-29
"1838","001872946A",201,"946A","K4",1.22610401536021,"T4",2021-11-04
"1839","001872946A",201,"946A","K5",NA,"T5",NA
"1840","001872946A",201,"946A","K6",NA,"T6",NA
"1841","001872946A",201,"946A","K7",NA,"T7",NA
"1842","001872946B",202,"946B","K1",1.07119033591555,"T1",2021-07-29
"1843","001872946B",202,"946B","K2",1.13777777777778,"T2",2021-08-30
"1844","001872946B",202,"946B","K3",1.23409681844166,"T3",2021-09-29
"1845","001872946B",202,"946B","K4",1.16599696584526,"T4",2021-11-04
"1846","001872946B",202,"946B","K5",NA,"T5",NA
"1847","001872946B",202,"946B","K6",NA,"T6",NA
"1848","001872946B",202,"946B","K7",NA,"T7",NA
"1849","001872946C",151,"946C","K1",1.12881201638598,"T1",2021-07-29
"1850","001872946C",151,"946C","K2",1.23006273319939,"T2",2021-08-30
"1851","001872946C",151,"946C","K3",1.22169844432565,"T3",2021-09-29
"1852","001872946C",151,"946C","K4",NA,"T4",NA
"1853","001872946C",151,"946C","K5",NA,"T5",NA
"1854","001872946C",151,"946C","K6",NA,"T6",NA
"1855","001872946C",151,"946C","K7",NA,"T7",NA
"1856","001872946D",202,"946D","K1",1.08131487889273,"T1",2021-07-29
"1857","001872946D",202,"946D","K2",1.13581278560114,"T2",2021-08-30
"1858","001872946D",202,"946D","K3",1.0474557660634,"T3",2021-09-29
"1859","001872946D",202,"946D","K4",1.23619790681777,"T4",2021-11-04
"1860","001872946D",202,"946D","K5",1.23867819653011,"T5",2021-12-09
"1861","001872946D",202,"946D","K6",1.16135787260878,"T6",2022-01-06
"1862","001872946D",202,"946D","K7",1.37098383993928,"T7",2022-03-30
"1863","001872946E",152,"946E","K1",1.07871720116618,"T1",2021-07-29
"1864","001872946E",152,"946E","K2",1.06161197816795,"T2",2021-08-30
"1865","001872946E",152,"946E","K3",1.09553557082272,"T3",2021-09-29
"1866","001872946E",152,"946E","K4",NA,"T4",NA
"1867","001872946E",152,"946E","K5",NA,"T5",NA
"1868","001872946E",152,"946E","K6",NA,"T6",NA
"1869","001872946E",152,"946E","K7",NA,"T7",NA
"1870","001872946F",151,"946F","K1",1.02249986610121,"T1",2021-07-29
"1871","001872946F",151,"946F","K2",0.987108364756283,"T2",2021-08-30
"1872","001872946F",151,"946F","K3",1.01998317027769,"T3",2021-09-29
"1873","001872946F",151,"946F","K4",1.08640476819307,"T4",2021-11-04
"1874","001872946F",151,"946F","K5",1.05461222852786,"T5",2021-12-09
"1875","001872946F",151,"946F","K6",1.05281207133059,"T6",2022-01-06
"1876","001872946F",151,"946F","K7",1.10707449531797,"T7",2022-03-30
"1877","0018729470",151,"9470","K1",1.1131182576837,"T1",2021-07-29
"1878","0018729470",151,"9470","K2",1.11018908966376,"T2",2021-08-30
"1879","0018729470",151,"9470","K3",1.06686701728024,"T3",2021-09-29
"1880","0018729470",151,"9470","K4",1.13064616428289,"T4",2021-11-04
"1881","0018729470",151,"9470","K5",1.11775861138106,"T5",2021-12-09
"1882","0018729470",151,"9470","K6",1.1326619720316,"T6",2022-01-06
"1883","0018729470",151,"9470","K7",1.20529027317853,"T7",2022-03-30
"1884","0018729471",202,"9471","K1",0.985904742519845,"T1",2021-07-29
"1885","0018729471",202,"9471","K2",1.20327761081893,"T2",2021-08-30
"1886","0018729471",202,"9471","K3",1.15905647149287,"T3",2021-09-29
"1887","0018729471",202,"9471","K4",1.27488,"T4",2021-11-04
"1888","0018729471",202,"9471","K5",1.41381996159551,"T5",2021-12-09
"1889","0018729471",202,"9471","K6",1.30266639527783,"T6",2022-01-06
"1890","0018729471",202,"9471","K7",1.40913508260447,"T7",2022-03-30
"1891","0018729472",152,"9472","K1",1.11049691035082,"T1",2021-07-29
"1892","0018729472",152,"9472","K2",1.10571212612029,"T2",2021-08-30
"1893","0018729472",152,"9472","K3",1.11364396632375,"T3",2021-09-29
"1894","0018729472",152,"9472","K4",NA,"T4",NA
"1895","0018729472",152,"9472","K5",NA,"T5",NA
"1896","0018729472",152,"9472","K6",NA,"T6",NA
"1897","0018729472",152,"9472","K7",NA,"T7",NA
"1898","0018729473",202,"9473","K1",1.1826251495673,"T1",2021-07-29
"1899","0018729473",202,"9473","K2",1.15898784537838,"T2",2021-08-30
"1900","0018729473",202,"9473","K3",1.19486334536582,"T3",2021-09-29
"1901","0018729473",202,"9473","K4",1.35505447563881,"T4",2021-11-04
"1902","0018729473",202,"9473","K5",1.20054122760261,"T5",2021-12-09
"1903","0018729473",202,"9473","K6",1.15684430422742,"T6",2022-01-06
"1904","0018729473",202,"9473","K7",1.24074916974325,"T7",2022-03-30
"1905","0018729474",201,"9474","K1",1.0195721438325,"T1",2021-07-29
"1906","0018729474",201,"9474","K2",1.09037037037037,"T2",2021-08-30
"1907","0018729474",201,"9474","K3",1.12482853223594,"T3",2021-09-29
"1908","0018729474",201,"9474","K4",1.1403706589036,"T4",2021-11-04
"1909","0018729474",201,"9474","K5",1.12888888888889,"T5",2021-12-09
"1910","0018729474",201,"9474","K6",1.17984250215655,"T6",2022-01-06
"1911","0018729474",201,"9474","K7",1.18021811899363,"T7",2022-03-30
"1912","0018729475",201,"9475","K1",1.07871720116618,"T1",2021-07-29
"1913","0018729475",201,"9475","K2",1.20525094968296,"T2",2021-08-30
"1914","0018729475",201,"9475","K3",1.23500823974609,"T3",2021-09-29
"1915","0018729475",201,"9475","K4",1.31353772278831,"T4",2021-11-04
"1916","0018729475",201,"9475","K5",1.27132235019682,"T5",2021-12-09
"1917","0018729475",201,"9475","K6",1.31627254076234,"T6",2022-01-06
"1918","0018729475",201,"9475","K7",1.41519890260631,"T7",2022-02-16
"1919","0018729478",202,"9478","K1",1.15676178675996,"T1",2021-07-29
"1920","0018729478",202,"9478","K2",1.14397726886248,"T2",2021-08-30
"1921","0018729478",202,"9478","K3",1.22943436281217,"T3",2021-09-29
"1922","0018729478",202,"9478","K4",1.18865128231223,"T4",2021-11-04
"1923","0018729478",202,"9478","K5",1.28669616272922,"T5",2021-12-09
"1924","0018729478",202,"9478","K6",1.18436086314362,"T6",2022-01-06
"1925","0018729478",202,"9478","K7",1.21945045040358,"T7",2022-02-12
"1926","001872947A",201,"947A","K1",0.999812035337357,"T1",2021-07-29
"1927","001872947A",201,"947A","K2",1.11049691035082,"T2",2021-08-24
"1928","001872947A",201,"947A","K3",NA,"T3",NA
"1929","001872947A",201,"947A","K4",NA,"T4",NA
"1930","001872947A",201,"947A","K5",NA,"T5",NA
"1931","001872947A",201,"947A","K6",NA,"T6",NA
"1932","001872947A",201,"947A","K7",NA,"T7",NA
"1933","001872947B",202,"947B","K1",1.08965636708567,"T1",2021-07-29
