"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"789","00186D16AB",151,"16AB","K5",NA,"T5",NA
"790","00186D16AB",151,"16AB","K6",NA,"T6",NA
"791","00186D16AB",151,"16AB","K7",NA,"T7",NA
"792","00186D16AC",201,"16AC","K1",1.08189331329827,"T1",2021-07-29
"793","00186D16AC",201,"16AC","K2",1.0195721438325,"T2",2021-08-30
"794","00186D16AC",201,"16AC","K3",1.05598543468366,"T3",2021-09-29
"795","00186D16AC",201,"16AC","K4",1.35598187225751,"T4",2021-11-04
"796","00186D16AC",201,"16AC","K5",NA,"T5",NA
"797","00186D16AC",201,"16AC","K6",NA,"T6",NA
"798","00186D16AC",201,"16AC","K7",NA,"T7",NA
"799","00186D16AD",151,"16AD","K1",1.18794986851555,"T1",2021-07-29
"800","00186D16AD",151,"16AD","K2",1.15234375,"T2",2021-08-30
"801","00186D16AD",151,"16AD","K3",1.2871180218119,"T3",2021-09-29
"802","00186D16AD",151,"16AD","K4",NA,"T4",NA
"803","00186D16AD",151,"16AD","K5",NA,"T5",NA
"804","00186D16AD",151,"16AD","K6",NA,"T6",NA
"805","00186D16AD",151,"16AD","K7",NA,"T7",NA
"806","00186D16AE",152,"16AE","K1",0.96168294515402,"T1",2021-07-29
"807","00186D16AE",152,"16AE","K2",1.13777777777778,"T2",2021-08-30
"808","00186D16AE",152,"16AE","K3",1.25469571750563,"T3",2021-09-29
"809","00186D16AE",152,"16AE","K4",1.3037037037037,"T4",2021-11-04
"810","00186D16AE",152,"16AE","K5",1.34878486960298,"T5",2021-12-09
"811","00186D16AE",152,"16AE","K6",1.29835722920729,"T6",2022-01-06
"812","00186D16AE",152,"16AE","K7",1.33027570349074,"T7",2022-03-30
"813","00186D16AF",151,"16AF","K1",1.07119033591555,"T1",2021-07-29
"814","00186D16AF",151,"16AF","K2",1.16598079561043,"T2",2021-08-30
"815","00186D16AF",151,"16AF","K3",1.1264,"T3",2021-09-29
"816","00186D16AF",151,"16AF","K4",1.154321029117,"T4",2021-11-04
"817","00186D16AF",151,"16AF","K5",1.2882599937101,"T5",2021-12-09
"818","00186D16AF",151,"16AF","K6",1.29600380345929,"T6",2022-01-06
"819","00186D16AF",151,"16AF","K7",1.2544,"T7",2022-02-04
"820","00186D16B0",152,"16B0","K1",1.07119033591555,"T1",2021-07-29
"821","00186D16B0",152,"16B0","K2",0.962099125364431,"T2",2021-08-30
"822","00186D16B0",152,"16B0","K3",0.96169420149012,"T3",2021-09-29
"823","00186D16B0",152,"16B0","K4",1.0538818702084,"T4",2021-11-04
"824","00186D16B0",152,"16B0","K5",NA,"T5",NA
"825","00186D16B0",152,"16B0","K6",NA,"T6",NA
"826","00186D16B0",152,"16B0","K7",NA,"T7",NA
"827","00186D16B1",202,"16B1","K1",1.02595670462706,"T1",2021-07-29
"828","00186D16B1",202,"16B1","K2",1.04951150010177,"T2",2021-08-30
"829","00186D16B1",202,"16B1","K3",0.987108364756283,"T3",2021-09-29
"830","00186D16B1",202,"16B1","K4",1.12900585389535,"T4",2021-11-04
"831","00186D16B1",202,"16B1","K5",1.161329234965,"T5",2021-12-09
"832","00186D16B1",202,"16B1","K6",1.17672501526562,"T6",2022-01-06
"833","00186D16B1",202,"16B1","K7",1.17798353909465,"T7",2022-03-30
"834","00186D16B2",202,"16B2","K1",0.980015227928926,"T1",2021-07-29
"835","00186D16B2",202,"16B2","K2",1.00870968639564,"T2",2021-08-30
"836","00186D16B2",202,"16B2","K3",1.04296296296296,"T3",2021-09-29
"837","00186D16B2",202,"16B2","K4",1.20758362516604,"T4",2021-11-04
"838","00186D16B2",202,"16B2","K5",1.26696884110787,"T5",2021-12-09
"839","00186D16B2",202,"16B2","K6",1.23805188893946,"T6",2022-01-06
"840","00186D16B2",202,"16B2","K7",1.17647058823529,"T7",2022-03-30
"841","00186D16B3",151,"16B3","K1",1.18952687669893,"T1",2021-07-29
"842","00186D16B3",151,"16B3","K2",1.11929792037944,"T2",2021-08-30
"843","00186D16B3",151,"16B3","K3",1.15702479338843,"T3",2021-09-29
"844","00186D16B3",151,"16B3","K4",1.18036102663855,"T4",2021-11-04
"845","00186D16B3",151,"16B3","K5",NA,"T5",NA
"846","00186D16B3",151,"16B3","K6",NA,"T6",NA
"847","00186D16B3",151,"16B3","K7",NA,"T7",NA
"848","00186D16B4",151,"16B4","K1",1.09239872553482,"T1",2021-07-29
"849","00186D16B4",151,"16B4","K2",NA,"T2",NA
"850","00186D16B4",151,"16B4","K3",NA,"T3",NA
"851","00186D16B4",151,"16B4","K4",NA,"T4",NA
"852","00186D16B4",151,"16B4","K5",NA,"T5",NA
"853","00186D16B4",151,"16B4","K6",NA,"T6",NA
"854","00186D16B4",151,"16B4","K7",NA,"T7",NA
"855","00186D16B5",201,"16B5","K1",1.15740740740741,"T1",2021-07-29
"856","00186D16B5",201,"16B5","K2",1.20141599447907,"T2",2021-08-30
"857","00186D16B5",201,"16B5","K3",1.15609515677259,"T3",2021-09-29
"858","00186D16B5",201,"16B5","K4",1.31776152009348,"T4",2021-11-04
"859","00186D16B5",201,"16B5","K5",1.39350285406148,"T5",2021-12-09
"860","00186D16B5",201,"16B5","K6",1.24974557296967,"T6",2022-01-06
"861","00186D16B5",201,"16B5","K7",1.60495446158992,"T7",2022-02-04
"862","00186D16B6",152,"16B6","K1",1.068115234375,"T1",2021-07-29
"863","00186D16B6",152,"16B6","K2",1.16863236623654,"T2",2021-08-30
"864","00186D16B6",152,"16B6","K3",1.15740740740741,"T3",2021-09-29
"865","00186D16B6",152,"16B6","K4",1.19703703703704,"T4",2021-11-04
"866","00186D16B6",152,"16B6","K5",1.20713305898491,"T5",2021-12-09
"867","00186D16B6",152,"16B6","K6",1.13056978279479,"T6",2022-01-06
"868","00186D16B6",152,"16B6","K7",1.24965106458179,"T7",2022-03-30
"869","00186D16B7",151,"16B7","K1",1.07995442592323,"T1",2021-07-29
"870","00186D16B7",151,"16B7","K2",1.05468330091534,"T2",2021-08-30
"871","00186D16B7",151,"16B7","K3",1.09650054168671,"T3",2021-09-29
"872","00186D16B7",151,"16B7","K4",1.18664649937573,"T4",2021-11-04
"873","00186D16B7",151,"16B7","K5",1.2255937456814,"T5",2021-12-09
"874","00186D16B7",151,"16B7","K6",1.22052146351894,"T6",2022-01-06
"875","00186D16B7",151,"16B7","K7",1.36093443934674,"T7",2022-03-30
"876","00186D16B8",152,"16B8","K1",1.18794986851555,"T1",2021-07-29
"877","00186D16B8",152,"16B8","K2",1.07421875,"T2",2021-08-30
"878","00186D16B8",152,"16B8","K3",1.17481913400281,"T3",2021-09-29
"879","00186D16B8",152,"16B8","K4",1.14023733870863,"T4",2021-11-04
"880","00186D16B8",152,"16B8","K5",1.15928865500972,"T5",2021-12-09
"881","00186D16B8",152,"16B8","K6",0.977489851982451,"T6",2022-01-06
"882","00186D16B8",152,"16B8","K7",1.33254015466984,"T7",2022-03-30
"883","00186D16B9",202,"16B9","K1",1.05598543468366,"T1",2021-07-29
"884","00186D16B9",202,"16B9","K2",1.1398330958681,"T2",2021-08-30
"885","00186D16B9",202,"16B9","K3",1.07735506419969,"T3",2021-09-29
"886","00186D16B9",202,"16B9","K4",1.08718872070312,"T4",2021-11-04
"887","00186D16B9",202,"16B9","K5",1.11806571082612,"T5",2021-12-09
"888","00186D16B9",202,"16B9","K6",1.14274687734786,"T6",2022-01-06
"889","00186D16B9",202,"16B9","K7",1.10459804637612,"T7",2022-02-04
"890","00186D16BA",202,"16BA","K1",1.04951150010177,"T1",2021-07-29
"891","00186D16BA",202,"16BA","K2",1.15581325910444,"T2",2021-08-30
"892","00186D16BA",202,"16BA","K3",1.16731960641399,"T3",2021-09-29
"893","00186D16BA",202,"16BA","K4",1.20306863791089,"T4",2021-11-04
"894","00186D16BA",202,"16BA","K5",NA,"T5",NA
"895","00186D16BA",202,"16BA","K6",NA,"T6",NA
"896","00186D16BA",202,"16BA","K7",NA,"T7",NA
"897","00186D16BB",202,"16BB","K1",0.922547049899545,"T1",2021-07-29
"898","00186D16BB",202,"16BB","K2",1.18006035165798,"T2",2021-08-30
"899","00186D16BB",202,"16BB","K3",1.16847969483834,"T3",2021-09-29
"900","00186D16BB",202,"16BB","K4",1.31738310746938,"T4",2021-11-04
"901","00186D16BB",202,"16BB","K5",1.2756511926214,"T5",2021-12-09
"902","00186D16BB",202,"16BB","K6",1.14334533663759,"T6",2022-01-06
"903","00186D16BB",202,"16BB","K7",1.25152540930201,"T7",2022-02-04
"904","00186D16BC",201,"16BC","K1",1.19579081632653,"T1",2021-07-29
"905","00186D16BC",201,"16BC","K2",1.20141599447907,"T2",2021-08-24
"906","00186D16BC",201,"16BC","K3",NA,"T3",NA
"907","00186D16BC",201,"16BC","K4",NA,"T4",NA
"908","00186D16BC",201,"16BC","K5",NA,"T5",NA
"909","00186D16BC",201,"16BC","K6",NA,"T6",NA
"910","00186D16BC",201,"16BC","K7",NA,"T7",NA
"911","00186D16BD",201,"16BD","K1",1.06481481481481,"T1",2021-07-29
"912","00186D16BD",201,"16BD","K2",1.18457501093454,"T2",2021-08-30
"913","00186D16BD",201,"16BD","K3",1.03440092974389,"T3",2021-09-29
"914","00186D16BD",201,"16BD","K4",1.17392937640871,"T4",2021-11-04
"915","00186D16BD",201,"16BD","K5",1.11111111111111,"T5",2021-12-09
"916","00186D16BD",201,"16BD","K6",1.12108876229007,"T6",2022-01-06
"917","00186D16BD",201,"16BD","K7",NA,"T7",NA
"918","00186D16BE",152,"16BE","K1",1.09093350340707,"T1",2021-07-29
"919","00186D16BE",152,"16BE","K2",1.03550652581887,"T2",2021-08-30
"920","00186D16BE",152,"16BE","K3",1.06645499559919,"T3",2021-09-29
"921","00186D16BE",152,"16BE","K4",1.15133871827463,"T4",2021-11-04
"922","00186D16BE",152,"16BE","K5",1.12146550751542,"T5",2021-12-09
"923","00186D16BE",152,"16BE","K6",1.08551241827302,"T6",2022-01-06
"924","00186D16BE",152,"16BE","K7",1.14413453233755,"T7",2022-03-30
"925","00186D16BF",152,"16BF","K1",1.11111111111111,"T1",2021-07-29
"926","00186D16BF",152,"16BF","K2",0.990407795141523,"T2",2021-08-30
"927","00186D16BF",152,"16BF","K3",1.00306167079749,"T3",2021-09-29
"928","00186D16BF",152,"16BF","K4",0.999424673296622,"T4",2021-11-04
"929","00186D16BF",152,"16BF","K5",1.03642737387593,"T5",2021-12-09
"930","00186D16BF",152,"16BF","K6",0.996362505675873,"T6",2022-01-06
"931","00186D16BF",152,"16BF","K7",0.973868632202086,"T7",2022-03-30
"932","00186D16C0",202,"16C0","K1",1.02496355685131,"T1",2021-07-29
"933","00186D16C0",202,"16C0","K2",1.15674152001924,"T2",2021-08-30
"934","00186D16C0",202,"16C0","K3",1.02040816326531,"T3",2021-09-29
"935","00186D16C0",202,"16C0","K4",1.16863236623654,"T4",2021-11-04
"936","00186D16C0",202,"16C0","K5",1.21084300299315,"T5",2021-12-09
"937","00186D16C0",202,"16C0","K6",1.17888029130633,"T6",2022-01-06
"938","00186D16C0",202,"16C0","K7",1.23753307551394,"T7",2022-03-30
"939","00186D16C1",152,"16C1","K1",1.03980451675085,"T1",2021-07-29
"940","00186D16C1",152,"16C1","K2",NA,"T2",2021-08-21
"941","00186D16C1",152,"16C1","K3",NA,"T3",NA
"942","00186D16C1",152,"16C1","K4",NA,"T4",NA
"943","00186D16C1",152,"16C1","K5",NA,"T5",NA
"944","00186D16C1",152,"16C1","K6",NA,"T6",NA
"945","00186D16C1",152,"16C1","K7",NA,"T7",NA
"946","00186D16C3",152,"16C3","K1",1.16522530723714,"T1",2021-07-29
"947","00186D16C3",152,"16C3","K2",1.09666882626066,"T2",2021-08-21
"948","00186D16C3",152,"16C3","K3",NA,"T3",NA
"949","00186D16C3",152,"16C3","K4",NA,"T4",NA
"950","00186D16C3",152,"16C3","K5",NA,"T5",NA
"951","00186D16C3",152,"16C3","K6",NA,"T6",NA
"952","00186D16C3",152,"16C3","K7",NA,"T7",NA
"953","00186D16C4",152,"16C4","K1",1.10141377472123,"T1",2021-07-29
"954","00186D16C4",152,"16C4","K2",1.10180889037351,"T2",2021-08-30
"955","00186D16C4",152,"16C4","K3",1.12697220135237,"T3",2021-09-29
"956","00186D16C4",152,"16C4","K4",1.19792350612303,"T4",2021-11-04
"957","00186D16C4",152,"16C4","K5",1.16931889452288,"T5",2021-12-09
"958","00186D16C4",152,"16C4","K6",1.08061704465893,"T6",2022-01-06
"959","00186D16C4",152,"16C4","K7",1.12215473883425,"T7",2022-03-30
"960","00186D16C5",202,"16C5","K1",1.18794986851555,"T1",2021-07-29
"961","00186D16C5",202,"16C5","K2",1.13517461946972,"T2",2021-08-30
"962","00186D16C5",202,"16C5","K3",1.09524804325824,"T3",2021-09-29
"963","00186D16C5",202,"16C5","K4",1.16618075801749,"T4",2021-11-04
"964","00186D16C5",202,"16C5","K5",1.16736,"T5",2021-12-09
"965","00186D16C5",202,"16C5","K6",1.2600370310883,"T6",2022-01-06
"966","00186D16C5",202,"16C5","K7",1.26823682703887,"T7",2022-03-30
"967","00186D16C6",151,"16C6","K1",1.0489745225068,"T1",2021-07-29
"968","00186D16C6",151,"16C6","K2",1.10726643598616,"T2",2021-08-30
"969","00186D16C6",151,"16C6","K3",1.16693339429965,"T3",2021-09-29
"970","00186D16C6",151,"16C6","K4",1.16890110969096,"T4",2021-11-04
"971","00186D16C6",151,"16C6","K5",1.17671087666453,"T5",2021-12-09
"972","00186D16C6",151,"16C6","K6",1.14346632973368,"T6",2022-01-06
"973","00186D16C6",151,"16C6","K7",1.19708319368836,"T7",2022-03-30
"974","00186D16C7",201,"16C7","K1",1.07630489154947,"T1",2021-07-29
"975","00186D16C7",201,"16C7","K2",1.06171646023732,"T2",2021-08-25
"976","00186D16C7",201,"16C7","K3",NA,"T3",NA
"977","00186D16C7",201,"16C7","K4",NA,"T4",NA
"978","00186D16C7",201,"16C7","K5",NA,"T5",NA
"979","00186D16C7",201,"16C7","K6",NA,"T6",NA
"980","00186D16C7",201,"16C7","K7",NA,"T7",NA
"981","00186D16C8",152,"16C8","K1",0.924556213017751,"T1",2021-07-29
"982","00186D16C8",152,"16C8","K2",1.15740740740741,"T2",2021-08-30
"983","00186D16C8",152,"16C8","K3",1.07871720116618,"T3",2021-09-29
"984","00186D16C8",152,"16C8","K4",1.05468330091534,"T4",2021-11-04
"985","00186D16C8",152,"16C8","K5",1.07469977610421,"T5",2021-12-09
"986","00186D16C8",152,"16C8","K6",0.975217437369369,"T6",2022-01-06
"987","00186D16C8",152,"16C8","K7",0.991398162997521,"T7",2022-02-04
"988","00186D16C9",202,"16C9","K1",1.15740740740741,"T1",2021-07-29
"989","00186D16C9",202,"16C9","K2",1.19140625,"T2",2021-08-30
"990","00186D16C9",202,"16C9","K3",1.15581325910444,"T3",2021-09-29
"991","00186D16C9",202,"16C9","K4",1.23215652747153,"T4",2021-11-04
"992","00186D16C9",202,"16C9","K5",1.23883342626581,"T5",2021-12-09
"993","00186D16C9",202,"16C9","K6",1.24491333467821,"T6",2022-01-06
"994","00186D16C9",202,"16C9","K7",1.22198832855218,"T7",2022-02-12
"995","00186D16CA",152,"16CA","K1",0.983158852981338,"T1",2021-07-29
"996","00186D16CA",152,"16CA","K2",1.05841644616324,"T2",2021-08-30
"997","00186D16CA",152,"16CA","K3",1.07175145886414,"T3",2021-09-29
"998","00186D16CA",152,"16CA","K4",1.0482306670096,"T4",2021-11-04
"999","00186D16CA",152,"16CA","K5",NA,"T5",NA
"1000","00186D16CA",152,"16CA","K6",NA,"T6",NA
"1001","00186D16CA",152,"16CA","K7",NA,"T7",NA
"1002","00186D16CB",201,"16CB","K1",1.00754313963876,"T1",2021-07-29
"1003","00186D16CB",201,"16CB","K2",1.13289248430734,"T2",2021-08-30
"1004","00186D16CB",201,"16CB","K3",1.02996826171875,"T3",2021-09-29
"1005","00186D16CB",201,"16CB","K4",NA,"T4",NA
"1006","00186D16CB",201,"16CB","K5",NA,"T5",NA
"1007","00186D16CB",201,"16CB","K6",NA,"T6",NA
"1008","00186D16CB",201,"16CB","K7",NA,"T7",NA
"1009","00186D16CC",151,"16CC","K1",1.13078680145645,"T1",2021-07-29
"1010","00186D16CC",151,"16CC","K2",1.10787172011662,"T2",2021-08-30
"1011","00186D16CC",151,"16CC","K3",1.22805158779846,"T3",2021-09-29
"1012","00186D16CC",151,"16CC","K4",1.21640502999918,"T4",2021-11-04
"1013","00186D16CC",151,"16CC","K5",NA,"T5",NA
"1014","00186D16CC",151,"16CC","K6",NA,"T6",NA
"1015","00186D16CC",151,"16CC","K7",NA,"T7",NA
"1016","00186D16CD",152,"16CD","K1",1.26345328381483,"T1",2021-07-29
"1017","00186D16CD",152,"16CD","K2",1.11726391057779,"T2",2021-08-30
"1018","00186D16CD",152,"16CD","K3",1.13152,"T3",2021-09-29
"1019","00186D16CD",152,"16CD","K4",1.26220703125,"T4",2021-11-04
"1020","00186D16CD",152,"16CD","K5",1.21,"T5",2021-12-09
"1021","00186D16CD",152,"16CD","K6",1.16437832527361,"T6",2022-01-06
"1022","00186D16CD",152,"16CD","K7",1.27958579881657,"T7",2022-03-30
"1023","00186D16CE",202,"16CE","K1",0.96168294515402,"T1",2021-07-29
"1024","00186D16CE",202,"16CE","K2",1.20920774682645,"T2",2021-08-30
"1025","00186D16CE",202,"16CE","K3",1.18868308569102,"T3",2021-09-29
"1026","00186D16CE",202,"16CE","K4",1.14677723563902,"T4",2021-11-04
"1027","00186D16CE",202,"16CE","K5",1.19558577674897,"T5",2021-12-09
"1028","00186D16CE",202,"16CE","K6",1.2286043579165,"T6",2022-01-06
"1029","00186D16CE",202,"16CE","K7",1.34866645070727,"T7",2022-03-30
"1030","00186D16CF",201,"16CF","K1",1.13289248430734,"T1",2021-07-29
"1031","00186D16CF",201,"16CF","K2",1.16618075801749,"T2",2021-08-24
"1032","00186D16CF",201,"16CF","K3",NA,"T3",NA
"1033","00186D16CF",201,"16CF","K4",NA,"T4",NA
"1034","00186D16CF",201,"16CF","K5",NA,"T5",NA
"1035","00186D16CF",201,"16CF","K6",NA,"T6",NA
"1036","00186D16CF",201,"16CF","K7",NA,"T7",NA
"1037","00186D16D0",202,"16D0","K1",1.07961184778743,"T1",2021-07-29
"1038","00186D16D0",202,"16D0","K2",1.14784205693297,"T2",2021-08-30
"1039","00186D16D0",202,"16D0","K3",1.15985232858863,"T3",2021-09-29
"1040","00186D16D0",202,"16D0","K4",1.24799533459688,"T4",2021-11-04
"1041","00186D16D0",202,"16D0","K5",NA,"T5",NA
"1042","00186D16D0",202,"16D0","K6",NA,"T6",NA
"1043","00186D16D0",202,"16D0","K7",NA,"T7",NA
"1044","00186D16D1",201,"16D1","K1",1.16522530723714,"T1",2021-07-29
"1045","00186D16D1",201,"16D1","K2",1.1304124824533,"T2",2021-08-25
"1046","00186D16D1",201,"16D1","K3",NA,"T3",NA
"1047","00186D16D1",201,"16D1","K4",NA,"T4",NA
"1048","00186D16D1",201,"16D1","K5",NA,"T5",NA
"1049","00186D16D1",201,"16D1","K6",NA,"T6",NA
"1050","00186D16D1",201,"16D1","K7",NA,"T7",NA
"1051","00186D16D2",201,"16D2","K1",1.07979699816435,"T1",2021-07-29
"1052","00186D16D2",201,"16D2","K2",1.06683083036166,"T2",2021-08-30
"1053","00186D16D2",201,"16D2","K3",1.11969409475742,"T3",2021-09-29
"1054","00186D16D2",201,"16D2","K4",1.27558149091806,"T4",2021-11-04
"1055","00186D16D2",201,"16D2","K5",1.36661807580175,"T5",2021-12-09
"1056","00186D16D2",201,"16D2","K6",1.28539527299057,"T6",2022-01-06
"1057","00186D16D2",201,"16D2","K7",1.34939401963886,"T7",2022-03-30
"1058","00186D16D3",201,"16D3","K1",1.11978947957784,"T1",2021-07-29
"1059","00186D16D3",201,"16D3","K2",1.20888888888889,"T2",2021-08-24
"1060","00186D16D3",201,"16D3","K3",NA,"T3",NA
"1061","00186D16D3",201,"16D3","K4",NA,"T4",NA
"1062","00186D16D3",201,"16D3","K5",NA,"T5",NA
"1063","00186D16D3",201,"16D3","K6",NA,"T6",NA
"1064","00186D16D3",201,"16D3","K7",NA,"T7",NA
"1065","00186D16D4",152,"16D4","K1",1.15740740740741,"T1",2021-07-29
"1066","00186D16D4",152,"16D4","K2",1.13854595336077,"T2",2021-08-30
"1067","00186D16D4",152,"16D4","K3",1.1264,"T3",2021-09-29
"1068","00186D16D4",152,"16D4","K4",NA,"T4",NA
"1069","00186D16D4",152,"16D4","K5",NA,"T5",NA
"1070","00186D16D4",152,"16D4","K6",NA,"T6",NA
"1071","00186D16D4",152,"16D4","K7",NA,"T7",NA
"1072","00186D16D5",202,"16D5","K1",1.01610526850582,"T1",2021-07-29
"1073","00186D16D5",202,"16D5","K2",1.0782758716643,"T2",2021-08-30
"1074","00186D16D5",202,"16D5","K3",1.11049691035082,"T3",2021-09-29
"1075","00186D16D5",202,"16D5","K4",1.17801428779705,"T4",2021-11-04
"1076","00186D16D5",202,"16D5","K5",1.1419984973704,"T5",2021-12-09
"1077","00186D16D5",202,"16D5","K6",1.16857127554424,"T6",2022-01-06
"1078","00186D16D5",202,"16D5","K7",1.16018725829432,"T7",2022-03-30
"1079","00186D16D6",152,"16D6","K1",1.13884839650146,"T1",2021-07-29
"1080","00186D16D6",201,"16D6","K1",1.02496355685131,"T1",2021-07-29
"1081","00186D16D6",152,"16D6","K2",NA,"T2",NA
"1082","00186D16D6",201,"16D6","K2",NA,"T2",NA
"1083","00186D16D6",152,"16D6","K3",NA,"T3",NA
"1084","00186D16D6",201,"16D6","K3",NA,"T3",NA
"1085","00186D16D6",152,"16D6","K4",NA,"T4",NA
"1086","00186D16D6",201,"16D6","K4",NA,"T4",NA
"1087","00186D16D6",152,"16D6","K5",NA,"T5",NA
"1088","00186D16D6",201,"16D6","K5",NA,"T5",NA
"1089","00186D16D6",152,"16D6","K6",NA,"T6",NA
"1090","00186D16D6",201,"16D6","K6",NA,"T6",NA
"1091","00186D16D6",152,"16D6","K7",NA,"T7",NA
"1092","00186D16D6",201,"16D6","K7",NA,"T7",NA
"1093","00186D16D7",202,"16D7","K1",1.11988080572989,"T1",2021-07-29
"1094","00186D16D7",202,"16D7","K2",1.2562962962963,"T2",2021-08-30
"1095","00186D16D7",202,"16D7","K3",1.204966415632,"T3",2021-09-29
"1096","00186D16D7",202,"16D7","K4",1.41644269314869,"T4",2021-11-04
"1097","00186D16D7",202,"16D7","K5",NA,"T5",NA
"1098","00186D16D7",202,"16D7","K6",NA,"T6",NA
"1099","00186D16D7",202,"16D7","K7",NA,"T7",NA
"1100","00186D16D8",151,"16D8","K1",1.15204903978052,"T1",2021-07-29
"1101","00186D16D8",151,"16D8","K2",1.43293303480562,"T2",2021-08-24
"1102","00186D16D8",151,"16D8","K3",NA,"T3",NA
"1103","00186D16D8",151,"16D8","K4",NA,"T4",NA
"1104","00186D16D8",151,"16D8","K5",NA,"T5",NA
"1105","00186D16D8",151,"16D8","K6",NA,"T6",NA
"1106","00186D16D8",151,"16D8","K7",NA,"T7",NA
"1107","00186D16D9",202,"16D9","K1",1.06481481481481,"T1",2021-07-29
"1108","00186D16D9",202,"16D9","K2",1.09375,"T2",2021-08-30
"1109","00186D16D9",202,"16D9","K3",1.13010602449248,"T3",2021-09-29
"1110","00186D16D9",202,"16D9","K4",1.26243116626942,"T4",2021-11-04
"1111","00186D16D9",202,"16D9","K5",1.34938779657573,"T5",2021-12-09
"1112","00186D16D9",202,"16D9","K6",1.25757682479385,"T6",2022-01-06
"1113","00186D16D9",202,"16D9","K7",1.11947893344189,"T7",2022-03-30
"1114","00186D16DA",202,"16DA","K1",0.980015227928926,"T1",2021-07-29
"1115","00186D16DA",202,"16DA","K2",1.23976692381832,"T2",2021-08-24
"1116","00186D16DA",202,"16DA","K3",NA,"T3",NA
"1117","00186D16DA",202,"16DA","K4",NA,"T4",NA
"1118","00186D16DA",202,"16DA","K5",NA,"T5",NA
"1119","00186D16DA",202,"16DA","K6",NA,"T6",NA
"1120","00186D16DA",202,"16DA","K7",NA,"T7",NA
"1121","00186D16DB",152,"16DB","K1",1.07471268228135,"T1",2021-07-29
"1122","00186D16DB",152,"16DB","K2",1.09345385624727,"T2",2021-08-30
"1123","00186D16DB",152,"16DB","K3",1.48407861906484,"T3",2021-09-29
"1124","00186D16DB",152,"16DB","K4",1.07871720116618,"T4",2021-11-04
"1125","00186D16DB",152,"16DB","K5",1.18297376093294,"T5",2021-12-09
"1126","00186D16DB",152,"16DB","K6",1.13784681700283,"T6",2022-01-06
"1127","00186D16DB",152,"16DB","K7",1.21059416755576,"T7",2022-02-04
"1128","00186D16DC",202,"16DC","K1",1.0195721438325,"T1",2021-07-29
"1129","00186D16DC",202,"16DC","K2",1.2230896750533,"T2",2021-08-30
"1130","00186D16DC",202,"16DC","K3",1.1445811419985,"T3",2021-09-29
"1131","00186D16DC",202,"16DC","K4",1.22628982353323,"T4",2021-11-04
"1132","00186D16DC",202,"16DC","K5",1.17248,"T5",2021-12-09
"1133","00186D16DC",202,"16DC","K6",1.17274959291675,"T6",2022-01-06
"1134","00186D16DC",202,"16DC","K7",1.28329895480901,"T7",2022-03-30
"1135","00186D16DD",151,"16DD","K1",0.968021137026239,"T1",2021-07-29
"1136","00186D16DD",151,"16DD","K2",1.07496567208679,"T2",2021-08-30
"1137","00186D16DD",151,"16DD","K3",1.20073426195875,"T3",2021-09-29
"1138","00186D16DD",151,"16DD","K4",1.21529358215749,"T4",2021-11-04
"1139","00186D16DD",151,"16DD","K5",1.17208470567752,"T5",2021-12-09
"1140","00186D16DD",151,"16DD","K6",1.20351058072368,"T6",2022-01-06
"1141","00186D16DD",151,"16DD","K7",1.27822799458006,"T7",2022-03-30
"1142","00186D16DE",201,"16DE","K1",1.11988080572989,"T1",2021-07-29
"1143","00186D16DE",201,"16DE","K2",1.31280006858711,"T2",2021-08-30
"1144","00186D16DE",201,"16DE","K3",1.18868308569102,"T3",2021-09-29
"1145","00186D16DE",201,"16DE","K4",1.34130339699665,"T4",2021-11-04
"1146","00186D16DE",201,"16DE","K5",1.408,"T5",2021-12-09
"1147","00186D16DE",201,"16DE","K6",1.27170404063542,"T6",2022-01-06
"1148","00186D16DE",201,"16DE","K7",1.35355180134337,"T7",2022-03-30
"1149","00186D16DF",202,"16DF","K1",1.00701554160653,"T1",2021-07-29
"1150","00186D16DF",202,"16DF","K2",1.07496567208679,"T2",2021-08-30
"1151","00186D16DF",202,"16DF","K3",NA,"T3",NA
"1152","00186D16DF",202,"16DF","K4",NA,"T4",NA
"1153","00186D16DF",202,"16DF","K5",NA,"T5",NA
"1154","00186D16DF",202,"16DF","K6",NA,"T6",NA
"1155","00186D16DF",202,"16DF","K7",NA,"T7",NA
"1156","00186D16E0",201,"16E0","K1",1.1419984973704,"T1",2021-07-29
"1157","00186D16E0",201,"16E0","K2",1.10787172011662,"T2",2021-08-30
"1158","00186D16E0",201,"16E0","K3",1.09098310604519,"T3",2021-09-29
"1159","00186D16E0",201,"16E0","K4",1.16731960641399,"T4",2021-11-04
"1160","00186D16E0",201,"16E0","K5",1.22074074074074,"T5",2021-12-09
"1161","00186D16E0",201,"16E0","K6",1.33319763891716,"T6",2022-01-06
"1162","00186D16E0",201,"16E0","K7",1.3194343198717,"T7",2022-02-16
"1163","00186D16E1",152,"16E1","K1",1.01610526850582,"T1",2021-07-29
"1164","00186D16E1",152,"16E1","K2",1.00252688185863,"T2",2021-08-30
"1165","00186D16E1",152,"16E1","K3",1.12796272680345,"T3",2021-09-29
"1166","00186D16E1",152,"16E1","K4",1.09805210816142,"T4",2021-11-04
"1167","00186D16E1",152,"16E1","K5",1.18681095361479,"T5",2021-12-09
