"","X","TAGNUMBER","tank","condition1","WEIGHT","condition2","LENGTH","time_step","TIME","condition4","Days_in_Exp","ConditionFactor","temp","rdate","ConditionFactor_relative","residuals","residuals.log"
"401",401,"00186D166D","152","WEIGHT_1",2.7,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.07979699816435,"15",2021-07-29,0.923417645305036,-0.0324782700353848,-0.0160441069927352
"402",402,"00186D166D","152","WEIGHT_2",7.9,"LENGTH_2",89,"T2","2021-08-30","Day_in_Exp_T2",20,1.12061665122864,"15",2021-08-30,0.930591155894745,-0.0133787227230692,-0.00698009785992488
"403",403,"00186D166D","152","WEIGHT_3",21.1,"LENGTH_3",120,"T3","2021-09-29","Day_in_Exp_T3",62,1.22106481481481,"15",2021-09-29,0.988572013113755,0.0413407991365558,0.0175376316190443
"404",404,"00186D166D","152","WEIGHT_4",42.2,"LENGTH_4",152,"T4","2021-11-04","Day_in_Exp_T4",98,1.2016602274384,"15",2021-11-04,0.953509407322783,0.00155677424603895,-0.000308795519784397
"405",405,"00186D166D","152","WEIGHT_5",81.6,"LENGTH_5",185,"T5","2021-12-09","Day_in_Exp_T5",133,1.2887686810258,"15",2021-12-09,1.00569288269619,0.051363580519193,0.0220419348832064
"406",406,"00186D166D","152","WEIGHT_6",124.3,"LENGTH_6",215,"T6","2022-01-06","Day_in_Exp_T6",161,1.25070748487555,"15",2022-01-06,0.963603746348185,0.0192152473940642,0.0117368427273928
"408",408,"00186D166D","152","WEIGHT_8",301.3,"LENGTH_8",286,"T8","2022-03-30","Day_in_Exp_T8",244,1.28795601679361,"15",2022-03-30,0.968522957370251,0.0365686182414543,0.0170150620445711
"409",409,"00186D166E","202","WEIGHT_1",2.6,"LENGTH_1",61,"T1","2021-07-29","Day_in_Exp_T1",0,1.14547032571008,"20",2021-07-29,0.982269834254951,0.0947821174626818,0.0442040610567833
"410",410,"00186D166E","202","WEIGHT_2",4.2,"LENGTH_2",71,"T2","2021-08-30","Day_in_Exp_T2",20,1.17347608763072,"20",2021-08-30,0.99338428334472,0.0519803491795839,0.0240253256029516
"411",411,"00186D166E","202","WEIGHT_3",4.8,"LENGTH_3",78,"T3","2021-09-29","Day_in_Exp_T3",62,1.01148030142113,"20",2021-09-29,0.849433506563944,-0.0382822429916609,-0.0187035299195944
"412",412,"00186D166E","202","WEIGHT_4",7.1,"LENGTH_4",86,"T4","2021-11-04","Day_in_Exp_T4",98,1.11625391474964,"20",2021-11-04,0.929673874402764,-0.0194260702038641,-0.00716768381564633
"413",413,"00186D166E","202","WEIGHT_5",11.2,"LENGTH_5",102,"T5","2021-12-09","Day_in_Exp_T5",133,1.05540101469269,"20",2021-12-09,0.866336261720426,-0.0671838306272435,-0.0312101614548807
"414",414,"00186D166E","202","WEIGHT_6",16.3,"LENGTH_6",115,"T6","2022-01-06","Day_in_Exp_T6",161,1.07175145886414,"20",2022-01-06,0.870832776926738,-0.0519205506731087,-0.02369547309962
"416",416,"00186D166E","202","WEIGHT_8",37.2,"LENGTH_8",150,"T8","2022-03-30","Day_in_Exp_T8",244,1.10222222222222,"20",2022-03-30,0.875591235463252,-0.0404091045690091,-0.0139449688936229
"417",417,"00186D166F","202","WEIGHT_1",2.5,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.15740740740741,"20",2021-07-29,0.993901626321763,0.109592758522384,0.0512758170974949
"418",418,"00186D166F","202","WEIGHT_2",6,"LENGTH_2",83,"T2","2021-08-30","Day_in_Exp_T2",20,1.04934180035573,"20",2021-08-30,0.876587625166962,-0.0616374600052837,-0.0283374618283297
"419",419,"00186D166F","202","WEIGHT_3",7.2,"LENGTH_3",88,"T3","2021-09-29","Day_in_Exp_T3",62,1.05653643876784,"20",2021-09-29,0.878220262139656,-0.00631663842305963,-0.00227030338223495
"420",420,"00186D166F","202","WEIGHT_4",15.7,"LENGTH_4",112,"T4","2021-11-04","Day_in_Exp_T4",98,1.11749498906706,"20",2021-11-04,0.910043291326636,-0.0358778042871024,-0.0144770962117752
"421",421,"00186D166F","202","WEIGHT_5",27.2,"LENGTH_5",135,"T5","2021-12-09","Day_in_Exp_T5",133,1.10552253213433,"20",2021-12-09,0.886113245187732,-0.0442279981670486,-0.0194482642476254
"422",422,"00186D166F","202","WEIGHT_6",35.8,"LENGTH_6",148,"T6","2022-01-06","Day_in_Exp_T6",161,1.10432748307109,"20",2022-01-06,0.878265118813308,-0.041309359793649,-0.0180454435974386
"425",425,"00186D1670","201","WEIGHT_1",2.3,"LENGTH_1",59,"T1","2021-07-29","Day_in_Exp_T1",0,1.11988080572989,"20",2021-07-29,0.963051207484969,-0.0027993627418732,-0.00167380900856945
"426",426,"00186D1670","201","WEIGHT_2",5.2,"LENGTH_2",75,"T2","2021-08-30","Day_in_Exp_T2",20,1.23259259259259,"20",2021-08-30,1.03857854355004,0.0188117559503296,0.0060509438704739
"427",427,"00186D1670","201","WEIGHT_3",10.7,"LENGTH_3",95,"T3","2021-09-29","Day_in_Exp_T3",62,1.24799533459688,"20",2021-09-29,1.03063872226875,0.0645601192785716,0.0279770941697358
"428",428,"00186D1670","201","WEIGHT_4",22.2,"LENGTH_4",120,"T4","2021-11-04","Day_in_Exp_T4",98,1.28472222222222,"20",2021-11-04,1.04010894270736,0.0126461446661617,0.00428407674107194
"429",429,"00186D1670","201","WEIGHT_5",39.6,"LENGTH_5",148,"T5","2021-12-09","Day_in_Exp_T5",133,1.2215466013859,"20",2021-12-09,0.971488790642654,-0.0403941551395891,-0.0187553035118069
"430",430,"00186D1670","201","WEIGHT_6",54.4,"LENGTH_6",157,"T6","2022-01-06","Day_in_Exp_T6",161,1.40572362078228,"20",2022-01-06,1.11236796207258,0.111251781038161,0.0453217887986792
"432",432,"00186D1670","201","WEIGHT_8",105.3,"LENGTH_8",202,"T8","2022-03-30","Day_in_Exp_T8",244,1.27753928220976,"20",2022-03-30,0.989508197518458,-0.00485499594837591,0.00187657864957952
"433",433,"00186D1671","201","WEIGHT_1",2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.07995442592323,"20",2021-07-29,0.931442533910014,-0.00504126923664061,-0.00295737652976129
"434",434,"00186D1671","201","WEIGHT_2",6.3,"LENGTH_2",81,"T2","2021-08-30","Day_in_Exp_T2",20,1.18545614659012,"20",2021-08-30,0.992348611159122,0.00194859063960118,-0.000514389321942462
"435",435,"00186D1671","201","WEIGHT_3",12.3,"LENGTH_3",102,"T3","2021-09-29","Day_in_Exp_T3",62,1.15905647149287,"20",2021-09-29,0.951422858853683,0.0147110229436918,0.00645396702054474
"436",436,"00186D1671","201","WEIGHT_4",29,"LENGTH_4",132,"T4","2021-11-04","Day_in_Exp_T4",98,1.26088710799455,"20",2021-11-04,1.0125755117079,0.014479480746889,0.00584241314230619
"437",437,"00186D1671","201","WEIGHT_5",45.7,"LENGTH_5",156,"T5","2021-12-09","Day_in_Exp_T5",133,1.20376692122254,"20",2021-12-09,0.953074421473011,-0.0294417572290451,-0.0138565366314985
"438",438,"00186D1671","201","WEIGHT_6",64,"LENGTH_6",171,"T6","2022-01-06","Day_in_Exp_T6",161,1.27994598627938,"20",2022-01-06,1.00551134129264,0.0337619273384084,0.0146700368731187
"440",440,"00186D1671","201","WEIGHT_8",145.5,"LENGTH_8",223,"T8","2022-03-30","Day_in_Exp_T8",244,1.31204401398179,"20",2022-03-30,1.00772606271147,0.0427296363248209,0.0230094196913185
"441",441,"00186D1672","151","WEIGHT_1",3.1,"LENGTH_1",66,"T1","2021-07-29","Day_in_Exp_T1",0,1.0782758716643,"15",2021-07-29,0.918477776739997,-0.0197354903956263,-0.00943731711888484
"442",442,"00186D1672","151","WEIGHT_2",6.1,"LENGTH_2",80,"T2","2021-08-24","Day_in_Exp_T2",20,1.19140625,"15",2021-08-24,0.998383109662986,0.0720958792499699,0.0324945127707409
"449",449,"00186D1673","151","WEIGHT_1",1.4,"LENGTH_1",51,"T1","2021-07-29","Day_in_Exp_T1",0,1.05540101469269,"15",2021-07-29,0.918912252709624,0.0343614387872908,0.0181142384556633
"450",450,"00186D1673","151","WEIGHT_2",4.1,"LENGTH_2",73,"T2","2021-08-30","Day_in_Exp_T2",20,1.05393851682574,"15",2021-08-30,0.890087768916812,0.0174629917170859,0.00997628672430049
"451",451,"00186D1673","151","WEIGHT_3",9.9,"LENGTH_3",98,"T3","2021-09-29","Day_in_Exp_T3",62,1.05185764434887,"15",2021-09-29,0.866368694598146,-0.00951741796096539,-0.00348545640854069
"452",452,"00186D1673","151","WEIGHT_4",19.5,"LENGTH_4",119,"T4","2021-11-04","Day_in_Exp_T4",98,1.15716083764203,"15",2021-11-04,0.937502070314404,0.0568945386557487,0.0286209299217074
"453",453,"00186D1673","151","WEIGHT_5",34.1,"LENGTH_5",148,"T5","2021-12-09","Day_in_Exp_T5",133,1.05188735119341,"15",2021-12-09,0.836559791942285,-0.0464244088166285,-0.0216439826213212
"454",454,"00186D1673","151","WEIGHT_6",52.1,"LENGTH_6",173,"T6","2022-01-06","Day_in_Exp_T6",161,1.0062349873506,"15",2022-01-06,0.789706104473296,-0.0833372930627367,-0.038413669800437
"456",456,"00186D1673","151","WEIGHT_8",142.4,"LENGTH_8",240,"T8","2022-03-30","Day_in_Exp_T8",244,1.03009259259259,"15",2022-03-30,0.786245745856529,-0.07436349185418,-0.0372540766781736
"457",457,"00186D1674","202","WEIGHT_1",2.8,"LENGTH_1",64,"T1","2021-07-29","Day_in_Exp_T1",0,1.068115234375,"20",2021-07-29,0.91220576292912,0.027869108217953,0.014501867187574
"458",458,"00186D1674","202","WEIGHT_2",7.7,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.12990702479339,"20",2021-08-30,0.939207780343799,0.000954908259765519,0.00210552408407525
"459",459,"00186D1674","202","WEIGHT_3",8.6,"LENGTH_3",95,"T3","2021-09-29","Day_in_Exp_T3",62,1.00306167079749,"20",2021-09-29,0.828363832851519,-0.0562008546229841,-0.0271759875761118
"460",460,"00186D1674","202","WEIGHT_4",25,"LENGTH_4",131,"T4","2021-11-04","Day_in_Exp_T4",98,1.11205462768189,"20",2021-11-04,0.893630661634967,-0.0523182208905594,-0.0219044473828449
"465",465,"00186D1675","152","WEIGHT_1",1.5,"LENGTH_1",52,"T1","2021-07-29","Day_in_Exp_T1",0,1.0667956304051,"15",2021-07-29,0.927301460809426,-0.00792823443698354,-0.00424429108658829
"466",466,"00186D1675","152","WEIGHT_2",4.2,"LENGTH_2",73,"T2","2021-08-30","Day_in_Exp_T2",20,1.0796443343093,"15",2021-08-30,0.91179722669527,-0.0115064318285317,-0.00586371066600735
"467",467,"00186D1675","152","WEIGHT_3",11.8,"LENGTH_3",102,"T3","2021-09-29","Day_in_Exp_T3",62,1.11194035476551,"15",2021-09-29,0.912747132884021,-0.0138178609991669,-0.00714316114260694
"468",468,"00186D1675","152","WEIGHT_4",27.9,"LENGTH_4",132,"T4","2021-11-04","Day_in_Exp_T4",98,1.21306035562234,"15",2021-11-04,0.974167475056913,0.042881062074181,0.0189768888902247
"469",469,"00186D1675","152","WEIGHT_5",57.8,"LENGTH_5",168,"T5","2021-12-09","Day_in_Exp_T5",133,1.21898957995897,"15",2021-12-09,0.959066462146725,0.0254033800637344,0.0114023036073938
"470",470,"00186D1675","152","WEIGHT_6",90.4,"LENGTH_6",196,"T6","2022-01-06","Day_in_Exp_T6",161,1.20060519001436,"15",2022-01-06,0.932305938048493,0.00858365918838422,0.00737385432453412
"473",473,"00186D1676","202","WEIGHT_1",3.1,"LENGTH_1",67,"T1","2021-07-29","Day_in_Exp_T1",0,1.03071188942789,"20",2021-07-29,0.876841159126868,-0.0325413461838768,-0.0157013667086321
"474",474,"00186D1676","202","WEIGHT_2",7.2,"LENGTH_2",86,"T2","2021-08-30","Day_in_Exp_T2",20,1.13197580087288,"20",2021-08-30,0.942767872633789,-0.0205308500498219,-0.00928273295677635
"475",475,"00186D1676","202","WEIGHT_3",12.5,"LENGTH_3",103,"T3","2021-09-29","Day_in_Exp_T3",62,1.14392707419145,"20",2021-09-29,0.938225375446701,0.0286148373726198,0.0138787084925138
"476",476,"00186D1676","202","WEIGHT_4",27.8,"LENGTH_4",134,"T4","2021-11-04","Day_in_Exp_T4",98,1.15539477927804,"20",2021-11-04,0.926672964952577,-0.0443217681725271,-0.0191673657907072
"477",477,"00186D1676","202","WEIGHT_5",58.8,"LENGTH_5",167,"T5","2021-12-09","Day_in_Exp_T5",133,1.26248990061757,"20",2021-12-09,0.993795469561875,0.0383805886957294,0.0178048100412607
"478",478,"00186D1676","202","WEIGHT_6",77.3,"LENGTH_6",184,"T6","2022-01-06","Day_in_Exp_T6",161,1.24086925700666,"20",2022-01-06,0.968760694631773,0.0241125785134505,0.0119907216161825
"481",481,"00186D1677","151","WEIGHT_1",1.5,"LENGTH_1",55,"T1","2021-07-29","Day_in_Exp_T1",0,0.901577761081893,"15",2021-07-29,0.779960056317377,-0.0970982508050275,-0.0482271266340808
"482",482,"00186D1677","151","WEIGHT_2",4.1,"LENGTH_2",74,"T2","2021-08-30","Day_in_Exp_T2",20,1.01178607387519,"15",2021-08-30,0.853500935263902,-0.0116313351358944,-0.00339222981373338
"483",483,"00186D1677","151","WEIGHT_3",11.9,"LENGTH_3",101,"T3","2021-09-29","Day_in_Exp_T3",62,1.1550022760339,"15",2021-09-29,0.948889242893458,0.0804956371342759,0.0408876311387559
"484",484,"00186D1677","151","WEIGHT_4",22.3,"LENGTH_4",128,"T4","2021-11-04","Day_in_Exp_T4",98,1.06334686279297,"15",2021-11-04,0.856174140941569,-0.0169408839171581,-0.00592888349994514
"485",485,"00186D1677","151","WEIGHT_5",57.1,"LENGTH_5",170,"T5","2021-12-09","Day_in_Exp_T5",133,1.16222267453694,"15",2021-12-09,0.913484506623933,0.0379928126649479,0.021420531533919
"486",486,"00186D1677","151","WEIGHT_6",92.3,"LENGTH_6",217,"T6","2022-01-06","Day_in_Exp_T6",161,0.903280218564454,"15",2022-01-06,0.695381963727264,-0.17016892700884,-0.0887954274840077
"488",488,"00186D1677","151","WEIGHT_8",263.3,"LENGTH_8",280,"T8","2022-03-30","Day_in_Exp_T8",244,1.19943513119534,"15",2022-03-30,0.903583584437195,0.0504668535264144,0.0280162624770367
"489",489,"00186D1678","151","WEIGHT_1",1.4,"LENGTH_1",53,"T1","2021-07-29","Day_in_Exp_T1",0,0.940373596996178,"15",2021-07-29,0.816087973789757,-0.0597850611082061,-0.0288527051575767
"490",490,"00186D1678","151","WEIGHT_2",3,"LENGTH_2",65,"T2","2021-08-30","Day_in_Exp_T2",20,1.09239872553482,"15",2021-08-30,0.931715991314792,0.067768993139436,0.034397123795685
"491",491,"00186D1678","151","WEIGHT_3",6.4,"LENGTH_3",85,"T3","2021-09-29","Day_in_Exp_T3",62,1.04213311622227,"15",2021-09-29,0.868805553187687,0.00159721965294501,0.00230450150361076
"492",492,"00186D1678","151","WEIGHT_4",9.1,"LENGTH_4",97,"T4","2021-11-04","Day_in_Exp_T4",98,0.99707124019227,"15",2021-11-04,0.821959827080231,-0.0499699255540552,-0.0239305925920642
"493",493,"00186D1678","151","WEIGHT_5",12.8,"LENGTH_5",107,"T5","2021-12-09","Day_in_Exp_T5",133,1.04486128242029,"15",2021-12-09,0.854202848813075,-0.0201035729214698,-0.00800983328831802
"494",494,"00186D1678","151","WEIGHT_6",18.3,"LENGTH_6",123,"T6","2022-01-06","Day_in_Exp_T6",161,0.983412570592095,"15",2022-01-06,0.794499852543639,-0.0698657659680245,-0.0312152231646803
"497",497,"00186D1679","202","WEIGHT_1",1.4,"LENGTH_1",50,"T1","2021-07-29","Day_in_Exp_T1",0,1.12,"20",2021-07-29,0.976799823136454,0.0841301437308606,0.0425875365610038
"498",498,"00186D1679","202","WEIGHT_2",2.6,"LENGTH_2",61,"T2","2021-08-30","Day_in_Exp_T2",20,1.14547032571008,"20",2021-08-30,0.982269834254951,0.0356839374764916,0.0199475581312024
"499",499,"00186D1679","202","WEIGHT_3",1.9,"LENGTH_3",61,"T3","2021-09-29","Day_in_Exp_T3",62,0.837074468788137,"20",2021-09-29,0.71781257118631,-0.175085140982619,-0.0910131478852345
"505",505,"00186D167A","201","WEIGHT_1",2,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.07995442592323,"20",2021-07-29,0.931442533910014,-0.0090159542173387,-0.00421531044703345
"506",506,"00186D167A","201","WEIGHT_2",5.5,"LENGTH_2",76,"T2","2021-08-30","Day_in_Exp_T2",20,1.25291587694999,"20",2021-08-30,1.05451498918408,0.060140283683861,0.0246161678558408
"507",507,"00186D167A","201","WEIGHT_3",6.7,"LENGTH_3",82,"T3","2021-09-29","Day_in_Exp_T3",62,1.21515938538327,"20",2021-09-29,1.01615291676851,0.0754663958778174,0.0337815196464509
"508",508,"00186D167A","201","WEIGHT_4",7.6,"LENGTH_4",87,"T4","2021-11-04","Day_in_Exp_T4",98,1.15413293485375,"20",2021-11-04,0.960277377956792,-0.0417933379849202,-0.0184462429515221
"513",513,"00186D167B","201","WEIGHT_1",2.2,"LENGTH_1",58,"T1","2021-07-29","Day_in_Exp_T1",0,1.12755750543278,"20",2021-07-29,0.971062807664894,-0.00176200568584395,-0.000818689904888165
"514",514,"00186D167B","201","WEIGHT_2",5.3,"LENGTH_2",76,"T2","2021-08-30","Day_in_Exp_T2",20,1.20735529960636,"20",2021-08-30,1.01616898957739,-0.0105720411462178,-0.00616528626166833
"515",515,"00186D167B","201","WEIGHT_3",7.4,"LENGTH_3",85,"T3","2021-09-29","Day_in_Exp_T3",62,1.204966415632,"20",2021-09-29,1.00455642087326,0.031503574759189,0.0141021512277191
"516",516,"00186D167B","201","WEIGHT_4",15,"LENGTH_4",105,"T4","2021-11-04","Day_in_Exp_T4",98,1.29575639779721,"20",2021-11-04,1.06101682664821,0.026579785483114,0.0101846962969927
"517",517,"00186D167B","201","WEIGHT_5",26.5,"LENGTH_5",125,"T5","2021-12-09","Day_in_Exp_T5",133,1.3568,"20",2021-12-09,1.09465807177973,0.0758008828735954,0.0303425648877927
"518",518,"00186D167B","201","WEIGHT_6",40.8,"LENGTH_6",145,"T6","2022-01-06","Day_in_Exp_T6",161,1.33830825372094,"20",2022-01-06,1.06620294112832,0.0581125169700014,0.0241703715026822
"521",521,"00186D167C","151","WEIGHT_1",1.9,"LENGTH_1",55,"T1","2021-07-29","Day_in_Exp_T1",0,1.1419984973704,"15",2021-07-29,0.987949404668677,0.0668186001053569,0.030421867478711
"522",522,"00186D167C","151","WEIGHT_2",5.5,"LENGTH_2",80,"T2","2021-08-30","Day_in_Exp_T2",20,1.07421875,"15",2021-08-30,0.900181492319085,-0.00902327552162729,-0.00427949932366516
"523",523,"00186D167C","151","WEIGHT_3",14.5,"LENGTH_3",108,"T3","2021-09-29","Day_in_Exp_T3",62,1.15105674947925,"15",2021-09-29,0.940276791164437,0.0278106879643385,0.0129144766390567
"524",524,"00186D167C","151","WEIGHT_4",26.6,"LENGTH_4",133,"T4","2021-11-04","Day_in_Exp_T4",98,1.13064616428289,"15",2021-11-04,0.907401147726105,-0.00978637457353804,-0.00470501372118035
"525",525,"00186D167C","151","WEIGHT_5",39.4,"LENGTH_5",153,"T5","2021-12-09","Day_in_Exp_T5",133,1.10007407351566,"15",2021-12-09,0.87241506764505,-0.0471491237548509,-0.022570844291028
"526",526,"00186D167C","151","WEIGHT_6",51.3,"LENGTH_6",168,"T6","2022-01-06","Day_in_Exp_T6",161,1.08190597667638,"15",2022-01-06,0.851212967268633,-0.0584104209083867,-0.0249939663840328
"528",528,"00186D167C","151","WEIGHT_8",125.1,"LENGTH_8",218,"T8","2022-03-30","Day_in_Exp_T8",244,1.20750191694549,"15",2022-03-30,0.929221023136129,0.0320317947844332,0.016153609200573
"529",529,"00186D167D","152","WEIGHT_1",3.4,"LENGTH_1",69,"T1","2021-07-29","Day_in_Exp_T1",0,1.03497925475406,"15",2021-07-29,0.878272879281805,-0.0478093516305945,-0.0232182774211481
"530",530,"00186D167D","152","WEIGHT_2",9,"LENGTH_2",94,"T2","2021-08-30","Day_in_Exp_T2",20,1.08357493041041,"15",2021-08-30,0.895659797774049,-0.0184963964157431,-0.00900141101810335
"531",531,"00186D167D","152","WEIGHT_3",19.8,"LENGTH_3",120,"T3","2021-09-29","Day_in_Exp_T3",62,1.14583333333333,"15",2021-09-29,0.927664732684946,0.0102472031357682,0.00451489313133542
"532",532,"00186D167D","152","WEIGHT_4",38.8,"LENGTH_4",150,"T4","2021-11-04","Day_in_Exp_T4",98,1.14962962962963,"15",2021-11-04,0.913251073547692,-0.00888787510102984,-0.00444905971595189
"533",533,"00186D167D","152","WEIGHT_5",70.7,"LENGTH_5",178,"T5","2021-12-09","Day_in_Exp_T5",133,1.2536012221814,"15",2021-12-09,0.981462491115776,0.0569468733667957,0.0260447914750568
"534",534,"00186D167D","152","WEIGHT_6",101.5,"LENGTH_6",203,"T6","2022-01-06","Day_in_Exp_T6",161,1.21332718580893,"15",2022-01-06,0.939378822782644,0.0248040082565455,0.0152736547608129
"537",537,"00186D167E","201","WEIGHT_1",2.8,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,1.11978947957784,"20",2021-07-29,0.957618298834852,0.0445445854924121,0.0201271991164148
"538",538,"00186D167E","201","WEIGHT_2",6.1,"LENGTH_2",81,"T2","2021-08-30","Day_in_Exp_T2",20,1.14782261812694,"20",2021-08-30,0.960845480646134,-0.00614445006917208,-0.00347689848215554
"539",539,"00186D167E","201","WEIGHT_3",11.6,"LENGTH_3",100,"T3","2021-09-29","Day_in_Exp_T3",62,1.16,"20",2021-09-29,0.953801473938603,0.0404997278328265,0.0185865799761825
"540",540,"00186D167E","201","WEIGHT_4",25,"LENGTH_4",127,"T4","2021-11-04","Day_in_Exp_T4",98,1.22047488189465,"20",2021-11-04,0.983344129738243,0.00865818858144407,0.0041687278189092
"541",541,"00186D167E","201","WEIGHT_5",48.2,"LENGTH_5",160,"T5","2021-12-09","Day_in_Exp_T5",133,1.1767578125,"20",2021-12-09,0.929687285932978,-0.0294188029648627,-0.0135982537499115
"542",542,"00186D167E","201","WEIGHT_6",64,"LENGTH_6",175,"T6","2022-01-06","Day_in_Exp_T6",161,1.19416909620991,"20",2022-01-06,0.93628398258854,-0.0120553415614774,-0.00526113748170335
"544",544,"00186D167E","201","WEIGHT_8",116.1,"LENGTH_8",215,"T8","2022-03-30","Day_in_Exp_T8",244,1.16819902650081,"20",2022-03-30,0.900035357610815,-0.0415509789716169,-0.0150252949454989
"545",545,"00186D167F","151","WEIGHT_1",2.2,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,0.923097579805982,"15",2021-07-29,0.790486247559903,-0.0812765823499688,-0.038963620669542
"546",546,"00186D167F","151","WEIGHT_2",5.9,"LENGTH_2",85,"T2","2021-08-30","Day_in_Exp_T2",20,0.960716466517403,"15",2021-08-30,0.800930119344899,-0.0589066738423656,-0.0275600561394712
"547",547,"00186D167F","151","WEIGHT_3",12.9,"LENGTH_3",107,"T3","2021-09-29","Day_in_Exp_T3",62,1.0530242611892,"15",2021-09-29,0.860876308569427,-0.00222181997722337,0.00205441321643962
"553",553,"00186D1680","202","WEIGHT_1",2.9,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.21681044610788,"20",2021-07-29,1.04200459905624,0.0442678408232435,0.023304482472948
"554",554,"00186D1680","202","WEIGHT_2",5.9,"LENGTH_2",79,"T2","2021-08-30","Day_in_Exp_T2",20,1.19665989911549,"20",2021-08-30,1.0038583482603,-0.0477946273455596,-0.0179579314035456
"555",555,"00186D1680","202","WEIGHT_3",4.4,"LENGTH_3",77,"T3","2021-09-29","Day_in_Exp_T3",62,0.96378575042768,"20",2021-09-29,0.81026818978256,-0.187696601213769,-0.085742536084045
"556",556,"00186D1680","202","WEIGHT_4",10,"LENGTH_4",82,"T4","2021-11-04","Day_in_Exp_T4",98,1.81367072445263,"20",2021-11-04,1.51664614443061,0.457297158383255,0.158847547529843
"557",557,"00186D1680","202","WEIGHT_5",10.7,"LENGTH_5",96,"T5","2021-12-09","Day_in_Exp_T5",133,1.20940031828704,"20",2021-12-09,0.997877025369467,-0.0458921084189262,-0.0163580378994819
"558",558,"00186D1680","202","WEIGHT_6",16.6,"LENGTH_6",110,"T6","2022-01-06","Day_in_Exp_T6",161,1.24718256949662,"20",2022-01-06,1.01721242029309,-0.0157899487474837,-0.00275699310383112
"560",560,"00186D1680","202","WEIGHT_8",36.9,"LENGTH_8",140,"T8","2022-03-30","Day_in_Exp_T8",244,1.34475218658892,"20",2022-03-30,1.07453700434454,0.0482876228715585,0.0284365940848759
"561",561,"00186D1681","201","WEIGHT_1",3.6,"LENGTH_1",69,"T1","2021-07-29","Day_in_Exp_T1",0,1.09586038738665,"20",2021-07-29,0.929935989827793,0.0129189743618818,0.00551439815622918
"562",562,"00186D1681","201","WEIGHT_2",6,"LENGTH_2",80,"T2","2021-08-30","Day_in_Exp_T2",20,1.171875,"20",2021-08-30,0.982016173439002,0.0110829406002244,0.004114769736089
"563",563,"00186D1681","201","WEIGHT_3",9.5,"LENGTH_3",94,"T3","2021-09-29","Day_in_Exp_T3",62,1.14377353765543,"20",2021-09-29,0.945418675428163,0.0281736271989153,0.0128793471579209
"564",564,"00186D1681","201","WEIGHT_4",17.1,"LENGTH_4",112,"T4","2021-11-04","Day_in_Exp_T4",98,1.21714422376093,"20",2021-11-04,0.991193648514999,0.0125644052347283,0.00574828822552162
"565",565,"00186D1681","201","WEIGHT_5",31.2,"LENGTH_5",140,"T5","2021-12-09","Day_in_Exp_T5",133,1.13702623906706,"20",2021-12-09,0.908551613429532,-0.0544977775917805,-0.0254589620692752
"566",566,"00186D1681","201","WEIGHT_6",41.5,"LENGTH_6",152,"T6","2022-01-06","Day_in_Exp_T6",161,1.18172747485056,"20",2022-01-06,0.937692900566244,-0.0145897257072453,-0.00648152389102316
"568",568,"00186D1681","201","WEIGHT_8",67.2,"LENGTH_8",176,"T8","2022-03-30","Day_in_Exp_T8",244,1.23262584522915,"20",2022-03-30,0.965967895987885,0.0204382572819822,0.0138044064776222
"569",569,"00186D1682","152","WEIGHT_1",1.8,"LENGTH_1",56,"T1","2021-07-29","Day_in_Exp_T1",0,1.02496355685131,"15",2021-07-29,0.885344801938439,-0.000373954398042775,0.000849424380270254
"570",570,"00186D1682","152","WEIGHT_2",4.1,"LENGTH_2",73,"T2","2021-08-30","Day_in_Exp_T2",20,1.05393851682574,"15",2021-08-30,0.890087768916812,0.0162950493029369,0.00887307327583399
"571",571,"00186D1682","152","WEIGHT_3",11.1,"LENGTH_3",101,"T3","2021-09-29","Day_in_Exp_T3",62,1.07735506419969,"15",2021-09-29,0.885098369421629,0.00804431444836906,0.00470011972399478
"572",572,"00186D1682","152","WEIGHT_4",26,"LENGTH_4",134,"T4","2021-11-04","Day_in_Exp_T4",98,1.08058504536795,"15",2021-11-04,0.866672557149892,-0.0151029169229128,-0.00659947397793315
"573",573,"00186D1682","152","WEIGHT_5",49.6,"LENGTH_5",165,"T5","2021-12-09","Day_in_Exp_T5",133,1.10415449258424,"15",2021-12-09,0.870048992780991,-0.0141031503920719,-0.00570047447854517
"574",574,"00186D1682","152","WEIGHT_6",64.5,"LENGTH_6",184,"T6","2022-01-06","Day_in_Exp_T6",161,1.03539543437166,"15",2022-01-06,0.808344952183045,-0.0658663877671368,-0.0293856477452462
"576",576,"00186D1682","152","WEIGHT_8",172.9,"LENGTH_8",251,"T8","2022-03-30","Day_in_Exp_T8",244,1.09338680578712,"15",2022-03-30,0.831383809063356,-0.0303933710615024,-0.0141140362422532
