"","X","TAGNUMBER","tank","condition1","WEIGHT","condition2","LENGTH","time_step","TIME","condition4","Days_in_Exp","ConditionFactor","temp","rdate","ConditionFactor_relative","residuals","residuals.log"
"2342",2342,"001872948D","152","WEIGHT_6",140.4,"LENGTH_6",230,"T6","2022-01-06","Day_in_Exp_T6",161,1.15394098791814,"15",2022-01-06,0.883968386765339,-0.00939146083293008,-0.000490758162424984
"2344",2344,"001872948D","152","WEIGHT_8",259.8,"LENGTH_8",275,"T8","2022-03-30","Day_in_Exp_T8",244,1.24922614575507,"15",2022-03-30,0.942535651179563,0.061609963406617,0.0304370740776324
"2345",2345,"001872948E","151","WEIGHT_1",4.5,"LENGTH_1",77,"T1","2021-07-29","Day_in_Exp_T1",0,0.985689972028309,"15",2021-07-29,0.828683375913981,-0.0628090777626724,-0.0299902335901984
"2346",2346,"001872948E","151","WEIGHT_2",11.4,"LENGTH_2",102,"T2","2021-08-30","Day_in_Exp_T2",20,1.07424746138363,"15",2021-08-30,0.881806552108291,0.0022401351542447,0.00269771867913417
"2347",2347,"001872948E","151","WEIGHT_3",28.2,"LENGTH_3",138,"T3","2021-09-29","Day_in_Exp_T3",62,1.07302996264942,"15",2021-09-29,0.858464077465892,-0.0243636748475399,-0.0106851369711919
"2348",2348,"001872948E","151","WEIGHT_4",54.5,"LENGTH_4",169,"T4","2021-11-04","Day_in_Exp_T4",98,1.12911035012987,"15",2021-11-04,0.887904012384856,0.000354840971878878,0.00179565675061228
"2353",2353,"001872948F","152","WEIGHT_1",1.5,"LENGTH_1",52,"T1","2021-07-29","Day_in_Exp_T1",0,1.0667956304051,"15",2021-07-29,0.927301460809426,0.0132324731420366,0.00633913379333819
"2354",2354,"001872948F","152","WEIGHT_2",3.4,"LENGTH_2",69,"T2","2021-08-30","Day_in_Exp_T2",20,1.03497925475406,"15",2021-08-30,0.878272879281805,-0.0238700716629776,-0.0115490805945526
"2355",2355,"001872948F","152","WEIGHT_3",9.1,"LENGTH_3",96,"T3","2021-09-29","Day_in_Exp_T3",62,1.02855541087963,"15",2021-09-29,0.848661769239453,-0.0567425170647148,-0.0281755752892652
"2356",2356,"001872948F","152","WEIGHT_4",21.1,"LENGTH_4",124,"T4","2021-11-04","Day_in_Exp_T4",98,1.10666812124467,"15",2021-11-04,0.893462967737008,-0.0166627376667041,-0.00799675516120203
"2357",2357,"001872948F","152","WEIGHT_5",45.3,"LENGTH_5",159,"T5","2021-12-09","Day_in_Exp_T5",133,1.12695565989225,"15",2021-12-09,0.890816132634939,-0.0216862418690316,-0.0100749023246827
"2358",2358,"001872948F","152","WEIGHT_6",79,"LENGTH_6",186,"T6","2022-01-06","Day_in_Exp_T6",161,1.22768870041536,"15",2022-01-06,0.957590124010803,0.0550285527297142,0.0295784872419954
"2360",2360,"001872948F","152","WEIGHT_8",226.8,"LENGTH_8",265,"T8","2022-03-30","Day_in_Exp_T8",244,1.21872418170705,"15",2022-03-30,0.922421738077019,0.0322943266212539,0.0163951376385638
"2361",2361,"0018729490","201","WEIGHT_1",2.2,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.01851851851852,"20",2021-07-29,0.874633431163152,-0.0948936866623743,-0.044042567883451
"2362",2362,"0018729490","201","WEIGHT_2",5.7,"LENGTH_2",76,"T2","2021-08-30","Day_in_Exp_T2",20,1.29847645429363,"20",2021-08-30,1.09286098879077,0.0694176535923818,0.0276310691233504
"2363",2363,"0018729490","201","WEIGHT_3",10.9,"LENGTH_3",96,"T3","2021-09-29","Day_in_Exp_T3",62,1.23200593171296,"20",2021-09-29,1.01652893238572,0.0467737817968567,0.0214449306522075
"2364",2364,"0018729490","201","WEIGHT_4",26.4,"LENGTH_4",125,"T4","2021-11-04","Day_in_Exp_T4",98,1.35168,"20",2021-11-04,1.09052728660321,0.0593879409633218,0.0242963309253638
"2365",2365,"0018729490","201","WEIGHT_5",46.2,"LENGTH_5",154,"T5","2021-12-09","Day_in_Exp_T5",133,1.26496879743633,"20",2021-12-09,1.00262966904642,-0.0129298243345073,-0.00559799783020789
"2366",2366,"0018729490","201","WEIGHT_6",65.5,"LENGTH_6",167,"T6","2022-01-06","Day_in_Exp_T6",161,1.4063450423546,"20",2022-01-06,1.10703406898474,0.102241340351638,0.0426888511225049
"2369",2369,"0018729491","151","WEIGHT_1",2.3,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.06481481481481,"15",2021-07-29,0.914389496216022,0.00375211034679002,0.0025498943113671
"2370",2370,"0018729491","151","WEIGHT_2",6,"LENGTH_2",83,"T2","2021-08-30","Day_in_Exp_T2",20,1.04934180035573,"15",2021-08-30,0.876587625166962,-0.0221237239796626,-0.0100827414326169
"2371",2371,"0018729491","151","WEIGHT_3",15.6,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.11037718658892,"15",2021-09-29,0.904246837241753,0.00227415273574294,0.00167726060996359
"2372",2372,"0018729491","151","WEIGHT_4",33.5,"LENGTH_4",144,"T4","2021-11-04","Day_in_Exp_T4",98,1.12190822187929,"15",2021-11-04,0.894327363444305,-0.0123667401612504,-0.005276316934097
"2377",2377,"0018729492","152","WEIGHT_1",3,"LENGTH_1",66,"T1","2021-07-29","Day_in_Exp_T1",0,1.04349277902997,"15",2021-07-29,0.888849461361287,-0.00686665113712848,-0.00229967351677864
"2378",2378,"0018729492","152","WEIGHT_2",5.9,"LENGTH_2",80,"T2","2021-08-30","Day_in_Exp_T2",20,1.15234375,"15",2021-08-30,0.965649237215019,0.0818591614392107,0.0393947721188346
"2379",2379,"0018729492","152","WEIGHT_3",11.1,"LENGTH_3",105,"T3","2021-09-29","Day_in_Exp_T3",62,0.958859734369938,"15",2021-09-29,0.785152451719676,-0.101898959415518,-0.0522022994681806
"2380",2380,"0018729492","152","WEIGHT_4",19.5,"LENGTH_4",122,"T4","2021-11-04","Day_in_Exp_T4",98,1.0738784303532,"15",2021-11-04,0.868189509219881,-0.0235833210148574,-0.0107048549432685
"2381",2381,"0018729492","152","WEIGHT_5",33.3,"LENGTH_5",146,"T5","2021-12-09","Day_in_Exp_T5",133,1.07000465275296,"15",2021-12-09,0.851953072317675,-0.0421964270173211,-0.0196933793383791
"2382",2382,"0018729492","152","WEIGHT_6",52,"LENGTH_6",168,"T6","2022-01-06","Day_in_Exp_T6",161,1.09666882626066,"15",2022-01-06,0.862827959024735,-0.0213807370873802,-0.0059230385664506
"2384",2384,"0018729492","152","WEIGHT_8",135.6,"LENGTH_8",225,"T8","2022-03-30","Day_in_Exp_T8",244,1.19045267489712,"15",2022-03-30,0.913643189323711,0.0418686530369192,0.0219961527294495
"2385",2385,"0018729493","152","WEIGHT_1",3.8,"LENGTH_1",68,"T1","2021-07-29","Day_in_Exp_T1",0,1.20852839405658,"15",2021-07-29,1.02681830197355,0.114464364670354,0.0518557537034463
"2386",2386,"0018729493","152","WEIGHT_2",8.6,"LENGTH_2",93,"T2","2021-08-30","Day_in_Exp_T2",20,1.06917699479211,"15",2021-08-30,0.884562563020188,-0.0158653375604045,-0.00720603482333444
"2387",2387,"0018729493","152","WEIGHT_3",19.3,"LENGTH_3",120,"T3","2021-09-29","Day_in_Exp_T3",62,1.11689814814815,"15",2021-09-29,0.904238855596942,0.000549619656963762,0.00061691420192355
"2388",2388,"0018729493","152","WEIGHT_4",38.9,"LENGTH_4",151,"T4","2021-11-04","Day_in_Exp_T4",98,1.12984471751123,"15",2021-11-04,0.897027420676142,-0.0113832343633806,-0.00502362987275684
"2389",2389,"0018729493","152","WEIGHT_5",65.3,"LENGTH_5",181,"T5","2021-12-09","Day_in_Exp_T5",133,1.10122853595123,"15",2021-12-09,0.860943750345288,-0.0498435737944924,-0.0236442350709195
"2390",2390,"0018729493","152","WEIGHT_6",83.6,"LENGTH_6",198,"T6","2022-01-06","Day_in_Exp_T6",161,1.07698760897414,"15",2022-01-06,0.83559179241986,-0.0652547284970401,-0.0283630427196186
"2392",2392,"0018729493","152","WEIGHT_8",199.6,"LENGTH_8",257,"T8","2022-03-30","Day_in_Exp_T8",244,1.17587502687104,"15",2022-03-30,0.892312242374277,0.00389988128270102,0.00322642292141837
"2393",2393,"0018729495","152","WEIGHT_1",2.1,"LENGTH_1",57,"T1","2021-07-29","Day_in_Exp_T1",0,1.13395214721939,"15",2021-07-29,0.978014660605515,0.0186068661220871,0.00718689099207634
"2394",2394,"0018729495","152","WEIGHT_2",5.4,"LENGTH_2",78,"T2","2021-08-30","Day_in_Exp_T2",20,1.13791533909877,"15",2021-08-30,0.955612694884437,0.00813093712361679,0.00282669396724219
"2395",2395,"0018729495","152","WEIGHT_3",14.3,"LENGTH_3",106,"T3","2021-09-29","Day_in_Exp_T3",62,1.20065557473619,"15",2021-09-29,0.982352699948305,0.0316096068280983,0.013080565596736
"2396",2396,"0018729495","152","WEIGHT_4",29.3,"LENGTH_4",135,"T4","2021-11-04","Day_in_Exp_T4",98,1.19087537468882,"15",2021-11-04,0.954526400147079,-0.000938112072672137,-0.00156203102960332
"2397",2397,"0018729495","152","WEIGHT_5",68.2,"LENGTH_5",176,"T5","2021-12-09","Day_in_Exp_T5",133,1.25096849173554,"15",2021-12-09,0.98034241824961,0.0225012369296009,0.00923815479768554
"2398",2398,"0018729495","152","WEIGHT_6",119.6,"LENGTH_6",211,"T6","2022-01-06","Day_in_Exp_T6",161,1.27316242795481,"15",2022-01-06,0.982471147204988,0.0345707691078603,0.0184419700796166
"2401",2401,"0018729496","201","WEIGHT_1",4.1,"LENGTH_1",71,"T1","2021-07-29","Day_in_Exp_T1",0,1.14553618078237,"20",2021-07-29,0.969732276598416,0.0665854146853121,0.0312113251336084
"2402",2402,"0018729496","201","WEIGHT_2",9.8,"LENGTH_2",94,"T2","2021-08-30","Day_in_Exp_T2",20,1.17989270200245,"20",2021-08-30,0.975274002020631,0.0182109227346602,0.00862090845886142
"2403",2403,"0018729496","201","WEIGHT_3",14.8,"LENGTH_3",109,"T3","2021-09-29","Day_in_Exp_T3",62,1.14283155049037,"20",2021-09-29,0.932826702112194,0.029451807435754,0.0145542713711225
"2404",2404,"0018729496","201","WEIGHT_4",26.8,"LENGTH_4",130,"T4","2021-11-04","Day_in_Exp_T4",98,1.21984524351388,"20",2021-11-04,0.98088829513524,0.0161292054077761,0.00870746183192086
"2405",2405,"0018729496","201","WEIGHT_5",36.3,"LENGTH_5",148,"T5","2021-12-09","Day_in_Exp_T5",133,1.11975105127041,"20",2021-12-09,0.890531391422433,-0.0586478460460725,-0.0266612010788392
"2406",2406,"0018729496","201","WEIGHT_6",45.6,"LENGTH_6",166,"T6","2022-01-06","Day_in_Exp_T6",161,0.99687471033794,"20",2022-01-06,0.785111594515471,-0.153300878205211,-0.0761126288337822
"2408",2408,"0018729496","201","WEIGHT_8",84.3,"LENGTH_8",188,"T8","2022-03-30","Day_in_Exp_T8",244,1.26868564768885,"20",2022-03-30,0.98866830044414,0.0570088152910443,0.0313904551755847
"2409",2409,"0018729498","151","WEIGHT_1",4.2,"LENGTH_1",71,"T1","2021-07-29","Day_in_Exp_T1",0,1.17347608763072,"15",2021-07-29,0.99338428334472,0.0472277261581192,0.0209683566870964
"2410",2410,"0018729498","151","WEIGHT_2",9.6,"LENGTH_2",96,"T2","2021-08-30","Day_in_Exp_T2",20,1.08506944444444,"15",2021-08-30,0.895291536780082,-0.0389389836839108,-0.0184811913633444
"2411",2411,"0018729498","151","WEIGHT_3",20.8,"LENGTH_3",122,"T3","2021-09-29","Day_in_Exp_T3",62,1.14547032571008,"15",2021-09-29,0.92606880983454,-0.0114230459888388,-0.00553407411559637
"2412",2412,"0018729498","151","WEIGHT_4",39.4,"LENGTH_4",150,"T4","2021-11-04","Day_in_Exp_T4",98,1.16740740740741,"15",2021-11-04,0.927373512829358,-0.0148397620935655,-0.00708574185807142
"2413",2413,"0018729498","151","WEIGHT_5",69,"LENGTH_5",175,"T5","2021-12-09","Day_in_Exp_T5",133,1.28746355685131,"15",2021-12-09,1.00943116872827,0.064841224705089,0.0289466169676459
"2414",2414,"0018729498","151","WEIGHT_6",101.2,"LENGTH_6",196,"T6","2022-01-06","Day_in_Exp_T6",161,1.34404032333466,"15",2022-01-06,1.04368762091269,0.109038480112394,0.0517022434694082
"2416",2416,"0018729498","151","WEIGHT_8",195.2,"LENGTH_8",260,"T8","2022-03-30","Day_in_Exp_T8",244,1.1106053709604,"15",2022-03-30,0.841951422136109,-0.0802635588388673,-0.0385144744100227
"2417",2417,"0018729499","152","WEIGHT_1",1.8,"LENGTH_1",56,"T1","2021-07-29","Day_in_Exp_T1",0,1.02496355685131,"15",2021-07-29,0.885344801938439,-0.0138323474922519,-0.00615133236371359
"2418",2418,"0018729499","152","WEIGHT_2",3.7,"LENGTH_2",70,"T2","2021-08-30","Day_in_Exp_T2",20,1.07871720116618,"15",2021-08-30,0.914269581392454,0.0270184686843705,0.0135137539067338
"2419",2419,"0018729499","152","WEIGHT_3",7.9,"LENGTH_3",90,"T3","2021-09-29","Day_in_Exp_T3",62,1.08367626886145,"15",2021-09-29,0.899060566671655,0.0085481186041857,0.00449677198293
"2420",2420,"0018729499","152","WEIGHT_4",19,"LENGTH_4",120,"T4","2021-11-04","Day_in_Exp_T4",98,1.09953703703704,"15",2021-11-04,0.89018332934414,-0.00505053782287435,-0.00197581884139713
"2421",2421,"0018729499","152","WEIGHT_5",38,"LENGTH_5",155,"T5","2021-12-09","Day_in_Exp_T5",133,1.02044241549461,"15",2021-12-09,0.808370223423737,-0.0892403128435346,-0.0446346320513648
"2422",2422,"0018729499","152","WEIGHT_6",63.7,"LENGTH_6",177,"T6","2022-01-06","Day_in_Exp_T6",161,1.14873441747173,"15",2022-01-06,0.89979154015404,0.0121218071096494,0.010158770469099
"2424",2424,"0018729499","152","WEIGHT_8",214.8,"LENGTH_8",265,"T8","2022-03-30","Day_in_Exp_T8",244,1.15424142077017,"15",2022-03-30,0.873616355109981,-0.00161921810908572,0.00040440044130894
"2425",2425,"001872949A","201","WEIGHT_1",1.9,"LENGTH_1",61,"T1","2021-07-29","Day_in_Exp_T1",0,0.837074468788137,"20",2021-07-29,0.71781257118631,-0.158000496333249,-0.0853631354086051
"2426",2426,"001872949A","201","WEIGHT_2",4.1,"LENGTH_2",72,"T2","2021-08-30","Day_in_Exp_T2",20,1.09846536351166,"20",2021-08-30,0.928780535359923,-0.000948749532502013,0.00147369678527114
"2427",2427,"001872949A","201","WEIGHT_3",5.5,"LENGTH_3",80,"T3","2021-09-29","Day_in_Exp_T3",62,1.07421875,"20",2021-09-29,0.900181492319085,0.0241403920361902,0.0131497121816489
"2428",2428,"001872949A","201","WEIGHT_4",11.7,"LENGTH_4",100,"T4","2021-11-04","Day_in_Exp_T4",98,1.17,"20",2021-11-04,0.962023900438073,0.0245986051041551,0.0143401018504471
"2429",2429,"001872949A","201","WEIGHT_5",24.6,"LENGTH_5",128,"T5","2021-12-09","Day_in_Exp_T5",133,1.17301940917969,"20",2021-12-09,0.944479097182179,0.0226336541072194,0.012948247052759
"2430",2430,"001872949A","201","WEIGHT_6",36.3,"LENGTH_6",146,"T6","2022-01-06","Day_in_Exp_T6",161,1.16640146831629,"20",2022-01-06,0.928705601355304,0.0176269230281669,0.0109003754810389
"2432",2432,"001872949A","201","WEIGHT_8",58.4,"LENGTH_8",174,"T8","2022-03-30","Day_in_Exp_T8",244,1.10857505584637,"20",2022-03-30,0.869597767572024,-0.0347279231875272,-0.0102754078755637
"2433",2433,"001872949B","151","WEIGHT_1",4.5,"LENGTH_1",74,"T1","2021-07-29","Day_in_Exp_T1",0,1.11049691035082,"15",2021-07-29,0.936769319192088,0.0204597866689568,0.00966372488326299
"2434",2434,"001872949B","151","WEIGHT_2",10.9,"LENGTH_2",101,"T2","2021-08-30","Day_in_Exp_T2",20,1.05794326124113,"15",2021-08-30,0.869150651053672,-0.0352328447468524,-0.0171706162642351
"2435",2435,"001872949B","151","WEIGHT_3",29.7,"LENGTH_3",140,"T3","2021-09-29","Day_in_Exp_T3",62,1.08236151603499,"15",2021-09-29,0.864871247399266,-0.0427735837606441,-0.0210458778064738
"2436",2436,"001872949B","151","WEIGHT_4",68.9,"LENGTH_4",180,"T4","2021-11-04","Day_in_Exp_T4",98,1.18141289437586,"15",2021-11-04,0.924067175614109,0.0117009253546544,0.00554310855749556
"2437",2437,"001872949B","151","WEIGHT_5",121.5,"LENGTH_5",215,"T5","2021-12-09","Day_in_Exp_T5",133,1.22253386494271,"15",2021-12-09,0.941897467267132,0.0271545479074196,0.0130535299127354
"2438",2438,"001872949B","151","WEIGHT_6",163,"LENGTH_6",239,"T6","2022-01-06","Day_in_Exp_T6",161,1.1939713383884,"15",2022-01-06,0.91165408007108,0.00685196393424903,0.0071417854697476
"2441",2441,"001872949C","151","WEIGHT_1",2.5,"LENGTH_1",62,"T1","2021-07-29","Day_in_Exp_T1",0,1.0489745225068,"15",2021-07-29,0.898279826772617,-0.0202675111440741,-0.00979074910397316
"2442",2442,"001872949C","151","WEIGHT_2",6.3,"LENGTH_2",84,"T2","2021-08-30","Day_in_Exp_T2",20,1.06292517006803,"15",2021-08-30,0.887031314768916,-0.0195899864251676,-0.0095601862846082
"2443",2443,"001872949C","151","WEIGHT_3",15.3,"LENGTH_3",112,"T3","2021-09-29","Day_in_Exp_T3",62,1.08902377915452,"15",2021-09-29,0.886857474987104,-0.0230251615663655,-0.0113769683281117
"2444",2444,"001872949C","151","WEIGHT_4",38.8,"LENGTH_4",150,"T4","2021-11-04","Day_in_Exp_T4",98,1.14962962962963,"15",2021-11-04,0.913251073547692,-0.00135298210532198,-0.000803705850878973
"2445",2445,"001872949C","151","WEIGHT_5",84.9,"LENGTH_5",190,"T5","2021-12-09","Day_in_Exp_T5",133,1.23778976527191,"15",2021-12-09,0.963724347900714,0.0467436231474415,0.0217692699706437
"2446",2446,"001872949C","151","WEIGHT_6",124,"LENGTH_6",217,"T6","2022-01-06","Day_in_Exp_T6",161,1.21350755256763,"15",2022-01-06,0.934207621908784,0.0271677003783931,0.0165216495784375
"2448",2448,"001872949C","151","WEIGHT_8",301.1,"LENGTH_8",295,"T8","2022-03-30","Day_in_Exp_T8",244,1.1728560368879,"15",2022-03-30,0.879649856574089,-0.014955905130978,-0.00654514079203643
"2449",2449,"001872949D","201","WEIGHT_1",4.3,"LENGTH_1",76,"T1","2021-07-29","Day_in_Exp_T1",0,0.979552412888176,"20",2021-07-29,0.824438991543917,-0.0342996402329928,-0.017498457189383
"2450",2450,"001872949D","201","WEIGHT_2",8.1,"LENGTH_2",91,"T2","2021-08-30","Day_in_Exp_T2",20,1.07488212789505,"20",2021-08-30,0.890927416269438,-0.0217274328803384,-0.00887987010543537
"2451",2451,"001872949D","201","WEIGHT_3",10.8,"LENGTH_3",101,"T3","2021-09-29","Day_in_Exp_T3",62,1.04823735976186,"20",2021-09-29,0.861176791869693,0.00221012732944736,0.00162916469553823
"2452",2452,"001872949D","201","WEIGHT_4",19,"LENGTH_4",120,"T4","2021-11-04","Day_in_Exp_T4",98,1.09953703703704,"20",2021-11-04,0.89018332934414,-0.0301675302471296,-0.0116490882293185
"2453",2453,"001872949D","201","WEIGHT_5",28.6,"LENGTH_5",139,"T5","2021-12-09","Day_in_Exp_T5",133,1.06493139942784,"20",2021-12-09,0.851462203496169,-0.0533088038361418,-0.0243615145712968
"2454",2454,"001872949D","201","WEIGHT_6",35.2,"LENGTH_6",149,"T6","2022-01-06","Day_in_Exp_T6",161,1.06410346713326,"20",2022-01-06,0.845790933563818,-0.0482133090206696,-0.0219974492633299
"2456",2456,"001872949D","201","WEIGHT_8",77,"LENGTH_8",187,"T8","2022-03-30","Day_in_Exp_T8",244,1.17751352878936,"20",2022-03-30,0.91803527491369,0.0307840198967887,0.0209827597417291
"2457",2457,"001872949E","202","WEIGHT_1",3.9,"LENGTH_1",73,"T1","2021-07-29","Day_in_Exp_T1",0,1.00252688185863,"20",2021-07-29,0.846668853359894,-0.0321458474167655,-0.014793515100671
"2458",2458,"001872949E","202","WEIGHT_2",8,"LENGTH_2",88,"T2","2021-08-30","Day_in_Exp_T2",20,1.17392937640871,"20",2021-08-30,0.975800291266284,0.0430693731167584,0.0217886316623264
"2459",2459,"001872949E","202","WEIGHT_3",12,"LENGTH_3",105,"T3","2021-09-29","Day_in_Exp_T3",62,1.03660511823777,"20",2021-09-29,0.848813461318569,-0.0302292722214268,-0.0135010123279289
"2460",2460,"001872949E","202","WEIGHT_4",22.5,"LENGTH_4",128,"T4","2021-11-04","Day_in_Exp_T4",98,1.07288360595703,"20",2021-11-04,0.863852832788579,-0.07657409580244,-0.0335389014503719
"2465",2465,"001872949F","202","WEIGHT_1",2.2,"LENGTH_1",63,"T1","2021-07-29","Day_in_Exp_T1",0,0.879834591096874,"20",2021-07-29,0.752414377655955,-0.116466854831652,-0.0587545922820027
"2466",2466,"001872949F","202","WEIGHT_2",3.7,"LENGTH_2",70,"T2","2021-08-30","Day_in_Exp_T2",20,1.07871720116618,"20",2021-08-30,0.914269581392454,-0.00852786846801956,0.000797379492319963
"2473",2473,"00187294A0","152","WEIGHT_1",3,"LENGTH_1",65,"T1","2021-07-29","Day_in_Exp_T1",0,1.09239872553482,"15",2021-07-29,0.931715991314792,-0.0346928449153537,-0.0169813748176511
"2474",2474,"00187294A0","152","WEIGHT_2",9.2,"LENGTH_2",91,"T2","2021-08-30","Day_in_Exp_T2",20,1.22085377489314,"15",2021-08-30,1.01191755921961,0.0574347597120697,0.0245834651774901
"2475",2475,"00187294A0","152","WEIGHT_3",25,"LENGTH_3",128,"T3","2021-09-29","Day_in_Exp_T3",62,1.19209289550781,"15",2021-09-29,0.959836480876198,0.00209234600927399,-9.60755200431901e-05
"2476",2476,"00187294A0","152","WEIGHT_4",66.1,"LENGTH_4",174,"T4","2021-11-04","Day_in_Exp_T4",98,1.25473991766173,"15",2021-11-04,0.984253637611486,0.0217880836450165,0.00865060265530418
"2477",2477,"00187294A0","152","WEIGHT_5",116,"LENGTH_5",205,"T5","2021-12-09","Day_in_Exp_T5",133,1.34646914583364,"15",2021-12-09,1.04159126191565,0.0767490388489199,0.0324512379158782
"2478",2478,"00187294A0","152","WEIGHT_6",161.9,"LENGTH_6",234,"T6","2022-01-06","Day_in_Exp_T6",161,1.26356991358087,"15",2022-01-06,0.96653131318734,0.0116298933434945,0.00823164336179263
"2481",2481,"00187294A1","152","WEIGHT_1",3.8,"LENGTH_1",70,"T1","2021-07-29","Day_in_Exp_T1",0,1.10787172011662,"15",2021-07-29,0.938979570078737,0.0229912065616267,0.0108009227507291
"2482",2482,"00187294A1","152","WEIGHT_2",9.6,"LENGTH_2",95,"T2","2021-08-30","Day_in_Exp_T2",20,1.1196967487972,"15",2021-08-30,0.924685208764486,0.0206228819699832,0.00984194773798697
"2483",2483,"00187294A1","152","WEIGHT_3",22.3,"LENGTH_3",125,"T3","2021-09-29","Day_in_Exp_T3",62,1.14176,"15",2021-09-29,0.921165094365588,0.0138414322116992,0.00645384896190523
"2484",2484,"00187294A1","152","WEIGHT_4",41.7,"LENGTH_4",154,"T4","2021-11-04","Day_in_Exp_T4",98,1.14175755093279,"15",2021-11-04,0.904970935048392,-0.00707414620504143,-0.00341209081324174
"2485",2485,"00187294A1","152","WEIGHT_5",74.6,"LENGTH_5",184,"T5","2021-12-09","Day_in_Exp_T5",133,1.19752712254459,"15",2021-12-09,0.934922998958994,0.0205012486053034,0.00993945740621603
"2486",2486,"00187294A1","152","WEIGHT_6",97.5,"LENGTH_6",206,"T6","2022-01-06","Day_in_Exp_T6",161,1.11532889733666,"15",2022-01-06,0.862430765797803,-0.0420501813330071,-0.0168503405495867
"2488",2488,"00187294A1","152","WEIGHT_8",209.1,"LENGTH_8",265,"T8","2022-03-30","Day_in_Exp_T8",244,1.12361210932515,"15",2022-03-30,0.850433798200638,-0.041612989104848,-0.0198672900377445
"2489",2489,"00187294A2","151","WEIGHT_1",2.4,"LENGTH_1",60,"T1","2021-07-29","Day_in_Exp_T1",0,1.11111111111111,"15",2021-07-29,0.954145561268892,0.00243443769550544,0.000239182161684396
